"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The cognitive map must be a separate module","https://scispace.com/paper/the-cognitive-map-must-be-a-separate-module-rxhu498fvo","1982","Journal Article","Behavioral and Brain Sciences","Benjamin Kuipers","10.1017/S0140525X00014023","","We argue that a map is meaningless unless we have a process for using it. Thus, in this paper, we not only offer the world graph as a representation of relationships among situations the animal has encountered and may encounter again, but we also offer algorithms for how the information encoded in the world graph may be used by the animal in determining its behavior. Each node of the graph encodes a recognizable situation in the animal's world, but a given place may well be encoded in a number of different nodes. Nodes not only require algorithms for the recognition of the situation; they store information about drive reduction associated with the encoded situation. We note that the use of graphs as a basis for exploring some search space is well known in artificial intelligence (AI), but we stress the importance of the animal's exploration of its environment for growing the graph, as distinct from the mathematically described potential nodes frequent in AI search spaces. To explore a number of hypotheses about the way information in the world graph is used to guide the animal's movement, we recall a number of classical experiments on maze exploration by animals, and use them to argue for the nonlocal hypothesis (selection of a path does not depend only upon information about the immediate environment of the animal) and the competing nodes hypothesis (more than one drive may enter into the determination of the animal's behavior at any time). An important feature of the model is that it yields exploration and latent learning without the introduction of an exploratory drive. We also note that the performance exhibited by the model appears to be statedependent when the animal operates under high drive levels. The drive-interaction matrix is offered as a subject for future research. We complement the presentation of the world graph model, its drive dynamics, and how these are constrained by experiments on maze behavior, with a brief analysis of maps in the brain. We distinguish egocentric maps which we relate to the many visual systems from allocentric maps. We offer a somewhat unconventional view of short-term and long-term memory. We examine cooperative computation in somatotopically organized networks, relating this to visually guided behavior in the frog, and to the interaction of colliculus and cortex in the control of eye movements. We examine, but do not advocate, the hypothesis that the hippocampus is a cognitive map. We do stress that if it is a cognitive map, it must be seen as a chart of the local neighborhood, rather than the whole atlas; and we note that the cognitive map hypothesis would lead one to expect the region to exhibit activation of place cells before the animal leaves the previous place.",""
"Spatial inference without a cognitive map: the role of higher-order path integration.","https://scispace.com/paper/spatial-inference-without-a-cognitive-map-the-role-of-higher-4ya1rr2m0d","2021","Journal Article","Biological Reviews","Youcef Bouchekioua
Aaron P. Blaisdell
Yutaka Kosaki
Iku Tsutsui-Kimura
Paul Craddock
Masaru Mimura
Shigeru Watanabe","10.1111/BRV.12645","","The cognitive map has been taken as the standard model for how agents infer the most efficient route to a goal location. Alternatively, path integration - maintaining a homing vector during navigation - constitutes a primitive and presumably less-flexible strategy than cognitive mapping because path integration relies primarily on vestibular stimuli and pace counting. The historical debate as to whether complex spatial navigation is ruled by associative learning or cognitive map mechanisms has been challenged by experimental difficulties in successfully neutralizing path integration. To our knowledge, there are only three studies that have succeeded in resolving this issue, all showing clear evidence of novel route taking, a behaviour outside the scope of traditional associative learning accounts. Nevertheless, there is no mechanistic explanation as to how animals perform novel route taking. We propose here a new model of spatial learning that combines path integration with higher-order associative learning, and demonstrate how it can account for novel route taking without a cognitive map, thus resolving this long-standing debate. We show how our higher-order path integration (HOPI) model can explain spatial inferences, such as novel detours and shortcuts. Our analysis suggests that a phylogenetically ancient, vector-based navigational strategy utilizing associative processes is powerful enough to support complex spatial inferences.","It is shown how the higher‐order path integration (HOPI) model can explain spatial inferences, such as novel detours and shortcuts, and suggests that a phylogenetically ancient, vector‐based navigational strategy utilizing associative processes is powerful enough to support complex spatial inf conclusions."
"Does a cognitive map guide choices in the radial-arm maze?","https://scispace.com/paper/does-a-cognitive-map-guide-choices-in-the-radial-arm-maze-2w3b1pysve","1992","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Michael F. Brown","10.1037//0097-7403.18.1.56","","Fifteen rats performed in a standard radial-arm maze task (Experiment 1) and in a modified task with a set of forced choices and a 15-min retention interval prior to completion of the maze (Experiment 2). In addition to the standard measure of choice in the radial-arm maze, orientation toward arms was measured and considered to constitute go-no-go ""microchoice"" decisions. Rats investigated but rejected many arms. A model of choice was developed in which it was assumed that choice decisions about arms were made independently and that microchoices were not selectively guided toward baited arms. The model performed nearly as well as the rats. These results place important limitations on the theory that choice behavior in the radial-arm maze is guided by a cognitive map.","A model of choice was developed in which it was assumed that choice decisions about arms were made independently and that microchoices were not selectively guided toward baited arms, and this model performed nearly as well as the rats."
"Author response: Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/author-response-stochastic-characterization-of-navigation-2pn3mc3fxz","2024","Peer Review","","Juyoung Lee
Doo‐Hwan Jung
Sébastien Royer","10.7554/elife.88648.2.sa4","","Animals can use a repertoire of strategies to navigate in an environment, and it remains an intriguing question how these strategies are selected based on the nature and familiarity of environments. To investigate this question, we developed a fully automated variant of the Barnes maze, characterized by 24 vestibules distributed along the periphery of a circular arena, and monitored the trajectories of mice over 15 days as they learned to navigate from a random start vestibule to a goal vestibule. We show that the patterns of vestibule visits can be reproduced by the combination of three stochastic processes reminiscent of random, serial and spatial strategies. The processes randomly selected vestibules based on either uniform (random) or biased (serial and spatial) probability distributions; closely matched experimental data across a range of statistical distributions characterizing the length, distribution, step size, direction, and stereotypy of vestibule sequences; and revealed a shift from random to spatial and serial strategies over time, with a strategy switch occurring approximately every 6 vestibule visits. Our study provides a novel apparatus and analysis toolset for tracking the repertoire of navigation strategies and demonstrates that a set of stochastic processes can largely account for exploration patterns in the Barnes maze. ","The navigation strategies of mice in the Barnes maze can be characterized by a combination of stochastic processes."
"Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/stochastic-characterization-of-navigation-strategies-in-an-vob8igg91x","2024","Preprint","","Juyoung Lee
Doo‐Hwan Jung
Sébastien Royer","10.7554/elife.88648.2","","Animals can use a repertoire of strategies to navigate in an environment, and it remains an intriguing question how these strategies are selected based on the nature and familiarity of environments. To investigate this question, we developed a fully automated variant of the Barnes maze, characterized by 24 vestibules distributed along the periphery of a circular arena, and monitored the trajectories of mice over 15 days as they learned to navigate from a random start vestibule to a goal vestibule. We show that the patterns of vestibule visits can be reproduced by the combination of three stochastic processes reminiscent of random, serial and spatial strategies. The processes randomly selected vestibules based on either uniform (random) or biased (serial and spatial) probability distributions; closely matched experimental data across a range of statistical distributions characterizing the length, distribution, step size, direction, and stereotypy of vestibule sequences; and revealed a shift from random to spatial and serial strategies over time, with a strategy switch occurring approximately every 6 vestibule visits. Our study provides a novel apparatus and analysis toolset for tracking the repertoire of navigation strategies and demonstrates that a set of stochastic processes can largely account for exploration patterns in the Barnes maze. ","The navigation strategies of mice in the Barnes maze can be characterized by a combination of stochastic processes."
"Evidence for the flexible use of spatial knowledge in the rat","https://scispace.com/paper/evidence-for-the-flexible-use-of-spatial-knowledge-in-the-4whic03dqo","1997","Journal Article","Psychobiology","Douglas B. Matthews
Phillip J. Best","10.3758/BF03331940","","Animals form spatial representations of environments called cognitive maps, which allow for spatial knowledge to be used in a flexible manner (O’Keefe & Nadel, 1978). For example, using a cognitive map permits navigation from a novel start location to a known goal location. However, Sutherland, Chew, Baker, and Linggard (1987) showed that in the Morris water maze rats had difficulty finding a known goal location from a novel start location. They concluded that the spatial information contained in the map might not be used in a flexible manner (Sutherland et al., 1987). The present study reveals that the impairment reported by Sutherland et al. is due to a stimulus generalization decrement.","The present study reveals that the impairment reported by Sutherland et al. is due to a stimulus generalization decrement."
"Lesions of the Lateral Entorhinal Cortex Disrupt Non-Spatial Latent Learning but Spare Spatial Latent Learning in the Rat (rattus Norvegicus)","https://scispace.com/paper/lesions-of-the-lateral-entorhinal-cortex-disrupt-non-spatial-q1ky46uiese8","","","","Eric M. Stouffer
Jessalyn E. Klein","10.55782/ane-2013-1949","","The current study examined the function of the lateral entorhinal cortex (LEC) in a non-spatial latent learning task and a spatial latent learning task. Latent learning is the acquisition of neutral information that does not immediately influence behavior, but can be recalled and utilized when it becomes relevant to the animal. Based on previous research, it was predicted that the LEC would be necessary for latent learning of non-spatial information, but would not be necessary for latent learning of spatial information. Forty-two male Sprague Dawley rats (Rattus norvegicus) were either given pretraining neurotoxic lesions restricted to the LEC or were given sham (SH) lesions. The rats were then trained and tested on two latent learning tasks: the Latent Cue Preference (LCP) task which assesses single-cue (non-spatial) latent learning and a spatial latent learning task utilizing a Barnes maze. Results showed that rats with LEC lesions were impaired on the nonspatial LCP task compared to SH rats, but showed no impairment on the spatial latent learning task. Therefore, the LEC appears to be selectively involved in processing non-spatial latent learning and does not process, or is at least not necessary for, spatial latent learning. These findings indicate a specific role of the LEC in information processing and provide new information about the function of the entorhinal cortex.","Rats with lateral entorhinal cortex lesions impaired non-spatial latent learning but spared spatial latent learning, suggesting a specific role of the LEC in processing non-spatial information and highlighting its distinct function in information processing."
"Topological Schemas of Cognitive Maps and Spatial Learning.","https://scispace.com/paper/topological-schemas-of-cognitive-maps-and-spatial-learning-475hkfk8hb","2016","Journal Article","Frontiers in Computational Neuroscience","Andrey Babichev
Andrey Babichev
Sen Cheng
Yuri Dabaghian
Yuri Dabaghian","10.3389/FNCOM.2016.00018","","Spatial navigation in mammals is based on building a mental representation of their environment---a cognitive map. However, both the nature of this cognitive map and its underpinning in neural structures and activity remains vague. A key difficulty is that these maps are collective, emergent phenomena that cannot be reduced to a simple combination of inputs provided by individual neurons. In this paper we suggest computational frameworks for integrating the spiking signals of individual cells into a spatial map, which we call schemas. We provide examples of four schemas defined by different types of topological relations that may be neurophysiologically encoded in the brain and demonstrate that each schema provides its own large-scale characteristics of the environment---the schema integrals. Moreover, we find that, in all cases, these integrals are learned at a rate which is faster than the rate of complete training of neural networks. Thus, the proposed schema framework differentiates between the cognitive aspect of spatial learning and the physiological aspect at the neural network level.","In this article, the authors propose a framework for integrating spiking signals of individual cells into a spatial map, which they call schemas, which are defined by different types of topological relations that may be neurophysiologically encoded in the brain and demonstrate that each schema provides its own large-scale characteristics of the environment."
"A Hippocampal Model for Learning and Recalling Paths: From Place Cells to Path Cells","https://scispace.com/paper/a-hippocampal-model-for-learning-and-recalling-paths-from-4twne4kf08","2011","","","Christopher Nolan","","","Navigation is a foundational skill for animals. From insects to birds to mammals, many animals have developed various strategies to search for that which they require, remember its location, then safely return home. Discovering some of the techniques these animals use has yielded unique solutions for the navigational problems of artificial autonomous systems. Yet many questions remain unanswered regarding the navigational abilities that so many animals appear to possess. One such ability is path encoding and recall - learning a set of places in an environment and the connectivity between those places, then using the resulting graph or map for myriad goals. Empirical data collected over the past century indicates that some animals, and specifically rodents, are capable of behaviours difficult to reconcile with non-path-based explanations. In more recent decades, since the discovery of spatially sensitive 'place cells' in the rat brain, it has become clear that the hippocampus plays a significant role in map-based navigation. Simultaneously developing in the field of mobile autonomous systems have been algorithmic techniques to solve a similar map-based navigation problem, termed Simultaneous Localisation and Mapping (SLAM), which highlight the information-theoretical principles involved. The goal of this thesis has been to explore, using spiking neural modelling techniques, how the electrophysiological and anatomical properties of the rodent hippocampus can satisfy the theoretical requirements of an online path learning and recall system. Recognition of novelty is a key element of any memory system. In particular, it is a core component both in learning and recognising locations and in linking locations into paths. Existing studies have demonstrated learning mechanisms capable of developing appropriate unique memories, and corresponding recall mechanisms capable of ignoring random variance in the input. These features are necessary for navigational memory from a theoretical perspective, and also provide a good fit for some electrophysiological data. However these studies have not addressed the issue of when each process, learning and recall, should occur. The first part of this thesis extends existing models of the hippocampal network, incorporating the timing of individual spikes, and using this extra dimension to provide an internal novelty signal. It demonstrates how a network that matches known hippocampal anatomy can instigate a race between a teaching signal and recall signal, with the teaching signal winning the race only in the case of a novel input. Using this novelty signal, what constitutes a novel input can itself be modified dynamically, without destabilising the system. In a navigational context, individual memories can be likened to place, and sequences of such memories to paths. The predominant interpretation of the spatial selectivity of place cells is that these cells are 'coding for' the location of the animal at the time of their firing. Beyond this pure spatial selectivity, evidence demonstrates that during traversal of a cell's place field, its firing precesses with respect to the local theta oscillation - an effect termed 'theta phase precession' - and this precession is correlated with relative progression through the place field. One common interpretation of this precession effect is that it provides a greater degree of locational specificity. The remainder of this thesis explores an alternative hypothesis that place fields and theta phase precession are evidence of a path encoding and recall mechanism. A mechanism based on the known anatomy of CA3 is proposed that is consistent with many dynamical properties of the region and can explain known variations in spatial selectivity across the CA3 network. The proposed mechanism suggests that CA3 performing path encoding and recall over complete foraging ranges could be the functional justification for anatomical and dynamical variation across the region. The thesis concludes with a discussion of the implications of this theory on the interpretation of place cell data, and an outline of experimental designs for its validation.","This thesis explores how the electrophysiological and anatomical properties of the rodent hippocampus can satisfy the theoretical requirements of an online path learning and recall system, and explores an alternative hypothesis that place fields and theta phase precession are evidence of a path encoding and recall mechanism."
"Learning with a Mole: Transferable latent spatial representations for
  navigation without reconstruction","https://scispace.com/paper/learning-with-a-mole-transferable-latent-spatial-16usybu5","2023","Posted Content","","","10.48550/arxiv.2306.03857","","Agents navigating in 3D environments require some form of memory, which should hold a compact and actionable representation of the history of observations useful for decision taking and planning. In most end-to-end learning approaches the representation is latent and usually does not have a clearly defined interpretation, whereas classical robotics addresses this with scene reconstruction resulting in some form of map, usually estimated with geometry and sensor models and/or learning. In this work we propose to learn an actionable representation of the scene independently of the targeted downstream task and without explicitly optimizing reconstruction. The learned representation is optimized by a blind auxiliary agent trained to navigate with it on multiple short sub episodes branching out from a waypoint and, most importantly, without any direct visual observation. We argue and show that the blindness property is important and forces the (trained) latent representation to be the only means for planning. With probing experiments we show that the learned representation optimizes navigability and not reconstruction. On downstream tasks we show that it is robust to changes in distribution, in particular the sim2real gap, which we evaluate with a real physical robot in a real office building, significantly improving performance. ","In this article , a blind auxiliary agent is trained to navigate with a blind agent on multiple short sub-episodes branching out from a waypoint and without any direct visual observation."
"Both here and there: Simultaneous expression of autonomous spatial memories in rats","https://scispace.com/paper/both-here-and-there-simultaneous-expression-of-autonomous-2nxyx6bdme","1998","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","André A. Fenton
M Wesierska
Yu. Kaminsky
Jan Bures","10.1073/PNAS.95.19.11493","","Foraging rats learned to avoid footshock that was present in a part of a circular arena that was either stable or rotating slowly in a lighted room. The rotation dissociated spatial information in the separate reference frames of the room and arena. After learning to avoid the shocked region in either condition, in the absence of shock, memory for this place was expressed by simultaneous avoidance of an area defined in the reference frame of the room as well as of an area defined in the reference frame of the rotating arena. Spatial memories in these distinct reference frames were acquired, retrieved, and extinguished autonomously.","Foraging rats learned to avoid footshock that was present in a part of a circular arena that was either stable or rotating slowly in a lighted room to acquire, retrieve, and extinguish spatial memories in distinct reference frames."
"Working Memory and Reference Memory Tests of Spatial Navigation in Mice (Mus musculus)","https://scispace.com/paper/working-memory-and-reference-memory-tests-of-spatial-3ccwnbl9q0","2015","Journal Article","Journal of Comparative Psychology","Sang Ah Lee
Valter Tucci
Valeria Anna Sovrano
Giorgio Vallortigara","10.1037/A0039129","","Researchers in spatial cognition have debated for decades the specificity of the mechanisms through which spatial information is processed and stored. Interestingly, although rodents are the preferred animal model for studying spatial navigation, the behavioral methods traditionally used to assess spatial memory do not effectively test the predictions of specificity in their representation. To address such issues, the present study tested the ability of mice to use boundary geometry and features to remember a goal location across 2 types of tasks--a working memory task with a changing goal location, and a reference memory task with 1 rewarded goal location. We show for the first time that mice, like other animals, can successfully encode boundary geometry in a working memory spatial mapping task, just as they do in a reference memory task. Their use of a nongeometric featural cue (striped pattern), in contrast, was more limited in the working memory task, although it quickly improved in the reference memory task. We discuss the implications of these findings for future research on the neural and genetic underpinnings of spatial representations.","It is shown for the first time that mice, like other animals, can successfully encode boundary geometry in a working memory spatial mapping task, just as they do in a reference memory task."
"Composing trajectories for rapid inference of navigational goals","https://scispace.com/paper/composing-trajectories-for-rapid-inference-of-navigational-7vrwpr8lbdg7","2025","Journal Article","","Nada Y. Abdelrahman
Wan-chen Jiang
Luke T. Coddington
Sheng Gong
Joshua T. Dudman
Ann M. Hermundstad","10.1101/2025.09.24.678123","","Animals efficiently learn to navigate their environment. In the laboratory, naive mice explore their environment via highly structured trajectories and can learn to localize new spatial targets in as few as a handful of trials. It is unclear how such efficient learning is possible, since existing computational models of spatial navigation require far more experience to achieve comparable performance and do not attempt to explain the evolving structure of animal behavior during learning. To inform a new algorithm for rapid learning of navigational goals, we took inspiration from the reliable structure of behavior as mice learned to intercept hidden spatial targets. We designed agents that generate behavioral trajectories by controlling the speed and angular velocity of smooth path segments between anchor points. To rapidly learn good anchors, we use Bayesian inference on the history of rewarded and unrewarded trajectories to infer the probability that an anchor will be successful, and active sampling to trim hypothesized anchors. Agents learn within tens of trials to generate compact trajectories that intercept a target, capturing the evolution of behavioral structure and matching the upper limits of learning efficiency observed in mice. We further show that this algorithm can explain how mice avoid obstacles and rapidly adapt to target switches. Finally, we show that this framework naturally encompasses both egocentric and allocentric strategies for navigation. ","Researchers develop an algorithm inspired by mice's efficient navigation, using Bayesian inference and active sampling to rapidly learn navigational goals, achieving comparable performance to mice in tens of trials with compact trajectories."
"Experience shapes initial exploration for non-generalizable spatial learning","https://scispace.com/paper/experience-shapes-initial-exploration-for-non-generalizable-3w863bm3ud","2023","Preprint","","Michelle P. Awh
Kenneth W. Latimer
Nan Zhou
Zachary M. Leveroni
Zoe M. Stephens
Jinxin Yu","10.1101/2023.12.26.573368","","Abstract Experience can change how individuals learn. Learning to solve a new problem can be accelerated by generalizing known rules in the new context, but the impact of experience on solving problems where generalization cannot be applied remains unclear. To study the impact of experience on solving new problems that are distinct from previously learned tasks, we examined how rats learned a new spatial navigation task after having previously learned different sets of spatial navigation tasks. The new task differed from the previous tasks in spatial layout and navigation rule, and could not be solved by applying previously learned rules. We found that different experience histories did not impact task performance in the new task. However, by examining navigation choices made by rats, we found exploration patterns during the early stage of learning in the new task was dependent on experience history. We identified these behavioral differences by analyzing each rat’s navigation choices and by modeling their choice sequences with a modified distance dependent Chinese restaurant process. We further pinpointed the behavioral difference to sequential turn/no turn decisions made at choice points. Our results indicate that experience can influence problem-solving strategies when learning to solve new problems. Individuals with distinct experience histories can approach new problems from different starting points but converge on the same solution. ","Experience shapes initial exploration for non-generalizable spatial learning, but not task performance. Exploration patterns during the early stage of learning are dependent on experience history."
"Feedback control strategies for spatial navigation revealed by dynamic modelling of learning in the Morris water maze","https://scispace.com/paper/feedback-control-strategies-for-spatial-navigation-revealed-3lg7hn1c0i","2011","Journal Article","Journal of Computational Neuroscience","Dirk Fey
Sean Commins
Eric Bullinger","10.1007/S10827-010-0269-9","","The Morris water maze is an experimental procedure in which animals learn to escape swimming in a pool using environmental cues. Despite its success in neuroscience and psychology for studying spatial learning and memory, the exact mnemonic and navigational demands of the task are not well understood. Here, we provide a mathematical model of rat swimming dynamics on a behavioural level. The model consists of a random walk, a heading change and a feedback control component in which learning is reflected in parameter changes of the feedback mechanism. The simplicity of the model renders it accessible and useful for analysis of experiments in which swimming paths are recorded. Here, we used the model to analyse an experiment in which rats were trained to find the platform with either three or one extramaze cue. Results indicate that the 3-cues group employs stronger feedback relying only on the actual visual input, whereas the 1-cue group employs weaker feedback relying to some extent on memory. Because the model parameters are linked to neurological processes, identifying different parameter values suggests the activation of different neuronal pathways.","A mathematical model of rat swimming dynamics on a behavioural level is provided that indicates that the 3-cues group employs stronger feedback relying only on the actual visual input, whereas the 1-cue group employs weaker feedback relying to some extent on memory."
"A Computational Model of Rodent Spatial Learning and Some Behavioral Experiments","https://scispace.com/paper/a-computational-model-of-rodent-spatial-learning-and-some-2c6za1gm","2022","Book Chapter","","","10.4324/9781315782416-28","","This paper describes a computational model of spatial learning and localization in rodents. The model is based on the suggestion (based on a large body of experimental data) that rodents learn metric spatial representations of their environments by associating sensory inputs with dead-reckoning based position estimates in the hippocampal place cells. Both these sources of information have some uncertainty associated with them because of errors in sensing, range estimation, and path integration. The proposed model incorporates explicit mechanisms for information fusion from uncertain sources. We demonstrate that the proposed model adequately reproduces several key results of behavioral experiments with animals. ","In this article , a computational model of spatial learning and localization in rodents is described. But the model is based on the suggestion that rodents learn metric spatial representations of their environments by associating sensory inputs with dead-reckoning based position estimates in the hippocampal place cells."
"eLife assessment: Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/elife-assessment-stochastic-characterization-of-navigation-2y9xv7atd4","2024","Peer Review","","Adrien Peyrache","10.7554/elife.88648.2.sa3","","Animals can use a repertoire of strategies to navigate in an environment, and it remains an intriguing question how these strategies are selected based on the nature and familiarity of environments. To investigate this question, we developed a fully automated variant of the Barnes maze, characterized by 24 vestibules distributed along the periphery of a circular arena, and monitored the trajectories of mice over 15 days as they learned to navigate from a random start vestibule to a goal vestibule. We show that the patterns of vestibule visits can be reproduced by the combination of three stochastic processes reminiscent of random, serial and spatial strategies. The processes randomly selected vestibules based on either uniform (random) or biased (serial and spatial) probability distributions; closely matched experimental data across a range of statistical distributions characterizing the length, distribution, step size, direction, and stereotypy of vestibule sequences; and revealed a shift from random to spatial and serial strategies over time, with a strategy switch occurring approximately every 6 vestibule visits. Our study provides a novel apparatus and analysis toolset for tracking the repertoire of navigation strategies and demonstrates that a set of stochastic processes can largely account for exploration patterns in the Barnes maze. ","The navigation strategies of mice in the Barnes maze can be characterized by a combination of stochastic processes."
"Ensombrecimiento entre puntos de referencia en una tarea de navegación","https://scispace.com/paper/ensombrecimiento-entre-puntos-de-referencia-en-una-tarea-de-5a9c3zo21u","2003","","","Joan Sansa
Jose Prados","","","O’Keefe y Nadel (1978) consideran que un mapa cognitivo es una representacion del entorno en la que se incluye toda la informacion disponible respecto a los puntos de referencia y sus relaciones espaciales. Una vez formado el mapa cognitivo, los animales pueden utilizar cualquier subconjunto de puntos de referencia para localizar una meta. El experimento que se presenta pretende analizar si efectivamente un mapa cognitivo incluye toda la informacion del medio o solo la informacion que es mas relevante para localizar una meta invisible. Para este objetivo se entreno a dos grupos de ratas a localizar una plataforma invisible ubicada en una piscina de Morris. Uno de los grupos disponia de cuatro puntos de referencia (A, B, C, D) mientras que el segundo grupo aprendio la tarea en presencia de dos puntos de referencia (C, D). Despues del entrenamiento, ambos grupos se sometieron a una prueba en la que se les permitia nadar en la piscina con solo dos puntos de referencia (C, D) y sin la plataforma. Los resultados mostraron que el grupo que siempre habia tenido dos claves presentes permanecio mas tiempo en el area de la plataforma que los animales que habian sido entrenados con cuatro puntos de referencia y se pusieron a prueba con dos. Estos resultados se interpretan como un indicio de ensombrecimiento espacial entre claves ubicadas alrededor de la piscina, y se discuten a la luz de las teorias asociativas del aprendizaje.","O’Keefe et al. as discussed by the authors present an experiment in which two groups of ratas were entrenado to localizar a plataforma invisible ubicada in a piscina de Morris."
"Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/stochastic-characterization-of-navigation-strategies-in-an-4w8iwa4w3j","2024","Preprint","","Juyoung Lee
Doo‐Hwan Jung
Sébastien Royer","10.7554/elife.88648.3","","Animals can use a repertoire of strategies to navigate in an environment, and it remains an intriguing question how these strategies are selected based on the nature and familiarity of environments. To investigate this question, we developed a fully automated variant of the Barnes maze, characterized by 24 vestibules distributed along the periphery of a circular arena, and monitored the trajectories of mice over 15 days as they learned to navigate towards a goal vestibule from a random start vestibule. We show that the patterns of vestibule visits can be reproduced by the combination of three stochastic processes reminiscent of random, serial and spatial strategies. The processes randomly selected vestibules based on either uniform (random) or biased (serial and spatial) probability distributions. They closely matched experimental data across a range of statistical distributions characterizing the length, distribution, step size, direction, and stereotypy of vestibule sequences, revealing a shift from random to spatial and serial strategies over time, with a strategy switch occurring approximately every six vestibule visits. Our study provides a novel apparatus and analysis toolset for tracking the repertoire of navigation strategies and demonstrates that a set of stochastic processes can largely account for exploration patterns in the Barnes maze. ","The navigation strategies of mice in the Barnes maze can be characterized by a combination of stochastic processes."
"Movement through space and spatially organized behavior","https://scispace.com/paper/movement-through-space-and-spatially-organized-behavior-5g0csapxzw","1987","Book Chapter","","Jeanne M. Stahl
S. Bernard Bagley
James L. McKenzie
Phyllis L. Hurst","10.1007/978-94-009-3531-0_8","","A renewed interest in the concept of cognitive maps (Tolman, 1948) has been stimulated by recent behavioral and neuropsychological research (Stahl & Ellen, 1973, 1974; O’Keefe & Nadel, 1978). Of particular interest is the question of how cognitive spatial maps are acquired (Olton, 1977). The literature suggests that movement through space is crucial for efficient performance by organisms on spatial tasks which require the establishment of an hypothesized “cognitive map,” or “orienting schema” (Neisser, 1976). Our research with the Maier 3-table spatial problem demonstrated that exploration of the entire apparatus was necessary for rats to solve the problem (Stahl & Ellen, 1974). Exploration of only portions of the apparatus is not sufficient (Ellen, Soteres & Wages, 1984). A clarification of the role of movement and exploration in spatially organized behavior would advance significantly our understanding of cognitive processes. Thus, the experiments reported here were designed to determine whether active exploration or merely passive movement through space is necessary for solving the Maier 3-table spatial problem.","In this article, the Maier 3-table spatial problem was investigated and it was shown that exploration of the entire apparatus was necessary for rats to solve the problem, whereas exploration of only portions of the apparatus is not sufficient."
"Spatial learning and navigation in the rat","https://scispace.com/paper/spatial-learning-and-navigation-in-the-rat-4rren7vxcd","2005","","","Ricardo Chavarriaga Lozano","10.5075/EPFL-THESIS-3421","","Animals behave in different ways depending on the specific task they are required to solve. In certain cases, if a cue marks the goal location, they can rely on simple stimulusresponse associations. In contrast, other tasks require the animal to be endowed with a representation of space. Such a representation (i.e. cognitive map) allows the animal to locate itself within a known environment and perform complex target-directed behaviour. In order to efficiently perform, the animal not only should be able to exhibit these types of behaviour, but it should be able to select which behaviour is the most appropriate at any given task conditions. Neurophysiological and behavioural experiments provide important information on how such processes may take place in the rodent's brain. Specifically, place- and orientation sensitive cells in the rat Hippocampus have been interpreted as a neural substrate for spatial abilities related to the theory of the cognitive map proposed in the late 1940s by Tolman. Moreover, recent dissociation experiments using selectively located lesions, as well as pharmacological studies have shown that different brain regions may be involved in different types of behaviour. Accordingly, one memory system involving the hippocampus and the ventral striatum would be responsible for cognitive navigation, while navigation based on stimulus-response associations would be mediated by the dorsolateral striatum. Based on these studies, the aim of this work is to develop a neural network model of the spatial abilities of the rat. The model, based on functional properties and anatomical inter-connections of the brain areas involved in spatial learning should be able to establish a distributed representation of space composed of place-sensitive units. Such a representation takes into account both internal and external sensory information, and the model reproduces physiological properties of place cells such as changes in their directional dependence. Moreover, the spatial representation may be used to perform cognitive navigation. Modelled place cells drive an extra-hippocampal population of action-coding cells, allowing the establishment of place-response associations. These associations encoded in synaptic connections between place- and action-cells are modified by means of reinforcement learning. In a similar way, simple sensory input can be used to establish stimulus-response associations. These associations are encoded in a different set of action cells which corresponds to a different neural substrate encoding for non-cognitive navigation strategies (i.e. taxon or praxic). Both cognitive and non-cognitive navigation strategies compete for action control to determine the actual behaviour of the agent. Tests of the performance of the model show that it is able to establish a representation of space, and modelled place cells reproduce some physiological properties of their biological counterparts. Furthermore, the model reproduces goal-based behaviour based on both cognitive and non-cognitive strategies as well as behaviour in conflicting situations reported in experimental studies in animals.","A neural network model of the spatial abilities of the rat is developed, based on functional properties and anatomical inter-connections of the brain areas involved in spatial learning, which is able to establish a distributed representation of space composed of place-sensitive units."
