"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Immediate generalisation in humans but a generalisation lag in deep neural networks - evidence for representational divergence?","https://scispace.com/paper/immediate-generalisation-in-humans-but-a-generalisation-lag-uqb2963278","2024","Journal Article","arXiv.org","Lukas S. Huber
Fred W. Mast
Felix A. Wichmann","10.48550/arxiv.2402.09303","","Recent research has seen many behavioral comparisons between humans and deep neural networks (DNNs) in the domain of image classification. Often, comparison studies focus on the end-result of the learning process by measuring and comparing the similarities in the representations of object categories once they have been formed. However, the process of how these representations emerge$\unicode{x2014}$that is, the behavioral changes and intermediate stages observed during the acquisition$\unicode{x2014}$is less often directly and empirically compared. Here we report a detailed investigation of how transferable representations are acquired in human observers and various classic and state-of-the-art DNNs. We develop a constrained supervised learning environment in which we align learning-relevant parameters such as starting point, input modality, available input data and the feedback provided. Across the whole learning process we evaluate and compare how well learned representations can be generalized to previously unseen test data. Our findings indicate that in terms of absolute classification performance DNNs demonstrate a level of data efficiency comparable to$\unicode{x2014}$and sometimes even exceeding that$\unicode{x2014}$of human learners, challenging some prevailing assumptions in the field. However, comparisons across the entire learning process reveal significant representational differences: while DNNs' learning is characterized by a pronounced generalisation lag, humans appear to immediately acquire generalizable representations without a preliminary phase of learning training set-specific information that is only later transferred to novel data.","A detailed investigation of how transferable representations are acquired in human observers and various classic and state-of-the-art DNNs is reported, which indicates that in terms of absolute classification performance DNNs demonstrate a level of data efficiency comparable to -- and sometimes even exceeding that -- of human learners."
"Dissecting perceptual processes with a new tri-stable reversible figure.","https://scispace.com/paper/dissecting-perceptual-processes-with-a-new-tri-stable-dznc5izh4f","2012","Journal Article","Perception","Gerald M. Long
Jared M. Batterman","10.1068/P7313","","Five experiments are presented that examine observers' reports with a new tri-stable reversible figure using two measures of observers' experience with the figure: observers' initial percept upon figure presentation in the test period and the total number of reversals reported in the test period. Experiment 1 demonstrates the equiprobability of the three alternatives for the figure. Experiment 2 demonstrates the powerful effect of fixation location on observers' reported organization of the tri-stable figure. Experiment 3 demonstrates clear priming effects following brief presentation of particular components of the tri-stable figure. Experiment 4 demonstrates clear adaptation effects following prolonged presentation of the same components of the figure used in experiment 3 as well as the transient nature of this adaptation. Experiment 5 demonstrates observers' ability to ""hold"" each of the three percepts regardless of fixation location. The special sensitivity of the tri-stable figure to these manipulations even with naive subjects and small sample sizes is discussed, and the interplay of both bottom-up and top-down processes on figural reversal is emphasized.","The special sensitivity of the tri-stable figure to these manipulations even with naive subjects and small sample sizes is discussed, and the interplay of both bottom–up and top–down processes on figural reversal is emphasized."
"Figural grouping affects contextual modulation in low level vision","https://scispace.com/paper/figural-grouping-affects-contextual-modulation-in-low-level-28yjiqpd00","2010","Journal Article","Journal of Vision","Bilge Sayim
Gerald Westheimer
Michael H. Herzog","10.1167/8.6.436","","Embedding a target within contextual elements can influence performance in visual tasks. For example, when a vernier is flanked by two lines, discrimination performance deteriorates strongly compared to unflanked presentation. This contextual modulation is usually explained by local spatial interactions. In a number of experiments, we have shown that this explanation is inadequate. We propose instead that flanks interfere most strongly with the vernier when they are grouped with the vernier i.e., when they share attributes such as size or color. This interference is lessened when the flanks form their own group and thus allow the vernier target to stand out. Here, we extend these results to flank grouping by geometrical properties. For example, vernier discrimination thresholds are significantly lower when the vernier is flanked by two cuboids compared to being flanked by two lines even though these lines are contained in the cuboids. Our results show that global figural aspects are crucial in contextual modulation and may even point to an anticipatory re-wiring of early visual cortex","The results show that global figural aspects are crucial in contextual modulation and may even point to an anticipatory re-wiring of early visual cortex."
"Learning new perceptual skills: Individual differences in the computations that integrate novel sensory cues into depth perception","https://scispace.com/paper/learning-new-perceptual-skills-individual-differences-in-the-jo2cwzu02ia1","2025","Journal Article","","Meike Scheller
Stacey Aston
Heather Slater
Marko Nardini","10.1101/2025.03.25.645045","","Sensory substitution and augmentation rely on the brain's ability to integrate novel sensory cues into its perceptual repertoire. However, the flexibility of the computations that support augmented perception is still not fully known. Here, we contrasted how a novel depth cue is processed, as compared with familiar depth cues, following one hour of training. Observers (N=78) made forced-choice comparisons of surface distances (depths), while we assessed three markers of integration with familiar and newly learned cues: (1) cue combination, predicting precision benefits; (2) re-weighting, predicting reliability-weighted biases; and (3) congruence sensitivity, predicting increased sensitivity for the learned cue mapping. We found that, (1) while familiar cues (size and binocular disparity) were combined near-optimally, there was little evidence for a novel cue (auditory pitch) being combined with binocular disparity. Measures of repeatability across two sessions suggest that this was due to reliable inter-individual differences in combination with the novel cue. In contrast, (2) both familiar and novel cue pairs were re-weighted by their relative reliabilities and (3) showed sensitivity to incongruence. These direct comparisons show that, while a novel cue was rapidly mapped onto depth and weighted in line with its relative reliability, it was not integrated into the native perceptual repertoire by everyone. Reliable individual differences suggest that abilities to combine novel sensory cues may vary between people. These findings provide insight into the flexibility of human sensory processing and suggest that learning to interpret new sensory information depends in part on individual flexibility in perceptual computations. ","Individual differences in brain computations affect the integration of novel sensory cues into depth perception, with some people rapidly combining new cues with familiar ones, while others struggle to do so, highlighting the flexibility of human sensory processing."
"Perceptual Grouping and High-Order Cognitive Ability","https://scispace.com/paper/perceptual-grouping-and-high-order-cognitive-ability-svvnik15p5","2013","Journal Article","Journal of Individual Differences","Gabriella Brick Larkin
Gabriella Brick Larkin
Daniel D. Kurylo","10.1027/1614-0001/A000110","","High-order cognitive functions require the integration of information across functionally related modules. This relationship suggests that cognitive ability is related to the efficiency and processing speed of basic integrative function. In order to examine individual differences for this relationship, we compared standardized tests of intelligence to visual perceptual grouping abilities, which represents a basic process of integration. Sixty participants discriminated perceived grouping of dot patterns based upon similarity in luminance. Psychophysical measurements were made of the functional limits and processing speed of grouping. We assessed cognitive abilities with the Wechsler Abbreviated Scale of Intelligence (WASI) and found that measures of grouping efficiency as well as speed varied considerably across subjects, indicating substantial individual differences at this relatively early level of visual processing. Faster grouping speed was associated with higher scores on all WASI subtests, whereas g...","In this paper, the authors compared standardized tests of intelligence to visual perceptual grouping abilities, which represents a basic process of integration, and found that cognitive ability is related to the efficiency and processing speed of basic integrative function."
"Perceptual Organization in Vision: Emergent Features in Two-Line Space","https://scispace.com/paper/perceptual-organization-in-vision-emergent-features-in-two-2dmhacadn7","2010","Dissertation","","Anna I. Stupina","","","Perceptual Organization in Vision: Emergent Features in Two-Line Space by Anna I. Stupina What exactly are the ""parts"" that make up the whole object, and how and when do they group? The answer that is proposed hinges on Emergent Features: features that materialize from the configuration which make the object more discriminable from other objects. EFs are not possessed by any individual part and are processed as or more quickly than are the properties of the parts. The present experiments focus on visual discrimination of two-line configurations in an odd-quadrant task. RT data were obtained and compared with a prediction based on the number of EF differences in the odd quadrant (the higher the number of EF differences, the faster the discrimination was predicted). The results suggest that the EFs most responsible for the variations in RT might be lateral endpoint offset, intersections, parallelism, connectivity, number of terminators, and pixel count. Future directions include investigating the individual contributions and salience of EFs. ----------~ -~--~~~~~~-----------~------~----","Stupina et al. as discussed by the authors proposed Emergent Features (EFs), features that materialize from the configuration of an object to make the object more discriminable from other objects."
"Crowding and grouping: how much time is needed to process good Gestalt?","https://scispace.com/paper/crowding-and-grouping-how-much-time-is-needed-to-process-40l27b5mas","2013","Journal Article","Perception","Mauro Manassi
Michael H. Herzog","10.1068/V130301","","In crowding, perception of a target is deteriorated by flanking elements. Crowding is usually explained by pooling models where target and flanker signals are averaged. We show here that crowding is rather determined by grouping and good Gestalt. We determined offset discrimination thresholds for verniers with different flanker configurations. When the vernier was flanked by two vertical lines, thresholds increased. Surprisingly, when the two lines were part of two cubes, thresholds decreased. This finding cannot be explained by pooling models, which predict stronger crowding for the cubes because more irrelevant lines are pooled. We explain our results in terms of grouping. When the target groups with the flankers, performance deteriorates (two-lines condition). When the flankers are part of a good Gestalt, the target ungroups from the flankers and performance improves (cube condition). For short durations (20-80 ms), thresholds were similarly high for the lines and the cubes conditions. For longer stimulus durations (160, 320 and 640 ms), thresholds stayed high for the two-lines conditions but decreased for the cubes condition. Our results show that Good Gestalt in crowding emerges “slowly” within 160 ms.","In this article, the authors determined offset discrimination thresholds for verniers with different flanker configurations and showed that good Gestalt in crowding emerges slowly within 160 ms for short durations (20-80 ms)."
"Interactions between intrinsic principles of similarity and proximity and extrinsic principle of common region in visual perception.","https://scispace.com/paper/interactions-between-intrinsic-principles-of-similarity-and-3e8heaor3v","2011","Journal Article","Perception","Dolores Luna
Pedro R. Montoro","10.1068/P7086","","The interactions between intrinsic grouping principles (by proximity or by similarity in shape or luminance) and extrinsic grouping by common region were examined by presenting both principles acting alone or conjoined with another principle in visual patterns. The procedure used in our study closely mirrored that of Quinlan and Wilton (1998 Perception27 417 – 430). However, in the present experiment, the intrinsic and extrinsic grouping principles involved had similar relative salience in order to avoid their possible effects on interactions. The results showed that the grouping effect of conjoined cooperating principles was greater than that of either principle acting alone, and the grouping effect of conjoined competing principles was lower than that of either principle operating alone. Compatibility of data with additive effects of grouping principles has been examined.","The results showed that the grouping effect of conjoined cooperating principles was greater than that of either principle acting alone or conjoined with another principle in visual patterns."
"Individual differences in the illusion of self-motion (vection): The role of field dependence, anomalous perceptual experiences, and tolerance of ambiguity","https://scispace.com/paper/individual-differences-in-the-illusion-of-self-motion-j00k8dyly8zj","2025","Journal Article","Perception","Paweł Stróżak
Tomasz Jankowski
Marcin Wojtasiński
Paweł Augustynowicz","10.1177/03010066251337355","","Vection is an illusion of self-motion that arises from conflicting sensory information. There are large individual differences in experiencing vection, indicating a potential role for individual-difference factors in this illusion. Here, we examined the role of field dependence, anomalous perceptual experiences (a specific domain of psychotic-like experiences) and personality disposition of tolerance of ambiguity. We analyzed data from 170 participants (84 male individuals, 86 female individuals). Biological sex had no significant effect on any of the vection measures. However, we found that higher field dependence was associated with faster onset of vection, and that higher prevalence of anomalous perceptual experiences and lower tolerance of ambiguity were associated with longer duration and higher intensity of the illusion. These results suggest that individual-difference factors reflect internal predispositions that guide the interpretation of incoming sensory signals and, especially in conflicting and ambiguous situations, can modulate the process of creating accurate or illusory percepts. ","Individual differences in vection illusion are influenced by field dependence, anomalous perceptual experiences, and tolerance of ambiguity, with higher field dependence and anomalous experiences associated with increased vection intensity and duration."
"Perceptual learning.","https://scispace.com/paper/perceptual-learning-3qnnnmztuw","","","Annual Review of Psychology","Robert L Goldstone","10.1146/annurev.psych.49.1.585","","Perceptual learning involves relatively long-lasting changes to an organism's perceptual system that improve its ability to respond to its environment. Four mechanisms of perceptual learning are discussed: attention weighting, imprinting, differentiation, and unitization. By attention weighting, perception becomes adapted to tasks and environments by increasing the attention paid to important dimensions and features. By imprinting, receptors are developed that are specialized for stimuli or parts of stimuli. By differentiation, stimuli that were once indistinguishable become psychologically separated. By unitization, tasks that originally required detection of several parts are accomplished by detecting a single constructed unit representing a complex configuration. Research from cognitive psychology, psychophysics, neuroscience, expert/novice differences, development, computer science, and cross-cultural differences is described that relates to these mechanisms. The locus, limits, and applications of perceptual learning are also discussed.","Four mechanisms of perceptual learning are discussed: attention weighting, imprinting, differentiation, and unitization, which improve an organism's ability to respond to its environment."
"Dynamics of perceptual grouping : Similarities in the organization of visual and auditory groups","https://scispace.com/paper/dynamics-of-perceptual-grouping-similarities-in-the-5fhx4aaoy0","2001","Journal Article","Visual Cognition","Aleksandar Aksentijevi
Mark A. Elliott
Paul J. Barber","10.1080/13506280143000043","","In vision, the Gestalt principles of perceptual organization are generally well understood and remain a subject of detailed analysis. However, the possibility for a unified theory of grouping across visual and auditory modalities remains largely unexplored. Here we present examples of auditory and visual Gestalt grouping, which share important organizational properties. In particular, similarities are revealed between grouping processes in apparent motion, auditory streaming, and static 2-D displays. Given the substantial difference in the context, within which the phenomena in question occur (auditory vs. visual, static vs. dynamic), these similarities suggest that the dynamics of perceptual organization could be associated with a common (possibly central) mechanism. If the relevance of supramodal invariants of grouping is granted, the question arises as to whether they can be studied empirically. We propose that a “force-field” theory, based on a differential-geometric interpretation of perceptual space...","In this paper, the authors present examples of auditory and visual Gestalt grouping, which share important organizational properties and similarities between grouping processes in apparent motion, auditory streaming, and static 2-D displays."
"Individual differences in global vs. local visual perception of hierarchical stimuli under conditions of free and forced recognition","https://scispace.com/paper/individual-differences-in-global-vs-local-visual-perception-4o3e9yusb0","2009","Journal Article","Zhurnal vyssheĭ nervnoĭ deiatelnosti imeni I P Pavlova","Machinskaia Ri
Krupskaia Ev
Kurganskiĭ Av
D'iachenko Sd","","","Sixteen adult subjects were asked to recognize hierarchical letters at either local or global levels. The experiment included two sessions, corresponding to free recognition and forced recognition with the attention directed to a specific level of hierarchy. The analysis of recognition errors and reaction time in the condition of free recognition revealed two individual strategies of visual perception: the ""global strategy"" (the global level was chosen more frequently) and the ""local strategy"" (the local level was chosen more frequently). In the condition of forced recognition, the subjects who preferred the ""global strategy"" demonstrated the expected ""global interference effect"". The representatives of the ""local strategy"" showed the inversion of this effect, i.e. their reaction time significantly increased during recognition of the conflict stimuli at the global level.","In this article, sixteen adults were asked to recognize hierarchical letters at either local or global levels, where the attention was directed to a specific level of hierarchy, and the analysis of recognition errors and reaction time revealed two individual strategies of visual perception: the global strategy (the global level was chosen more frequently) and the local strategy (local level was choosing more frequently)."
"The Expertise of Perception","https://scispace.com/paper/the-expertise-of-perception-124v86d3","2022","Monograph","","James W. Tanaka
Victoria Philibert","10.1017/9781108919616","","How does experience change the way we perceive the world? This Element explores the interaction between perception and experience by studying perceptual experts, people who specialize in recognizing objects such as birds, automobiles, dogs. It proposes perceptual expertise promotes a downward shift in object recognition where experts recognize objects in their domain of expertise at a more specific level than novices. To support this claim, it examines the recognition abilities and brain mechanisms of real-world experts. It discusses the acquisition of expertise by tracing the cognitive and neural changes that occur as a novice becomes an expert through training and experience. Next, it looks “under the hood” of expertise and examines the perceptual features that experts bring to bear to facilitate their fast, accurate, and specific recognition. The final section considers the future of human expertise as deep learning models and artificial intelligence compete with human experts in medical diagnosis.","In this article , the interaction between perception and experience is explored by studying perceptual experts, people who specialize in recognizing objects such as birds, automobiles, dogs, and humans, and the authors propose perceptual expertise promotes a downward shift in object recognition where experts recognize objects in their domain of expertise at a more specific level than novices."
"Humans Beat Deep Networks at Recognizing Objects in Unusual Poses, Given Enough Time","https://scispace.com/paper/humans-beat-deep-networks-at-recognizing-objects-in-unusual-2c7tz4d09b","2024","Preprint","","Netta Ollikka
Amro Abbas
Andrea Perin
Markku Kilpeläinen
Stéphane Deny","10.31234/osf.io/z95t7","","Deep learning is closing the gap with humans on several object recognition benchmarks. Here we investigate this gap in the context of challenging images where objects are seen from unusual viewpoints. We find that humans excel at recognizing objects in unusual poses, in contrast with state-of-the-art pretrained networks (EfficientNet, SWAG, ViT, SWIN, BEiT, ConvNext) which are systematically brittle in this condition. Remarkably, as we limit image exposure time, human performance degrades to the level of deep networks, suggesting that additional mental processes (requiring additional time) take place when humans identify objects in unusual poses. Finally, our analysis of error patterns of humans vs. networks reveals that even time-limited humans are dissimilar to feed-forward deep networks. We conclude that more work is needed to bring computer vision systems to the level of robustness of the human visual system. Understanding the nature of the mental processes taking place during extra viewing time may be key to attain such robustness. ","Humans outperform deep networks at recognizing objects in unusual poses given enough time. However, as time is limited, human performance degrades to the level of deep networks."
"Visual perception of order-disorder transition","https://scispace.com/paper/visual-perception-of-order-disorder-transition-3xn2px83qm","2015","Journal Article","Frontiers in Psychology","Mikhail Katkov
Hila Harris
Dov Sagi","10.3389/FPSYG.2015.00734","","Our experience with the natural world, as composed of ordered entities, implies that perception captures relationships between image parts. For instance, regularities in the visual scene are rapidly identified by our visual system. Defining the regularities that govern perception is a basic, unresolved issue in neuroscience. Mathematically, perfect regularities are represented by symmetry (perfect order). The transition from ordered configurations to completely random ones has been extensively studied in statistical physics, where the amount of order is characterized by a symmetry-specific order parameter. Here we applied tools from statistical physics to study order detection in humans. Different sets of visual textures, parameterized by the thermodynamic temperature in the Boltzmann distribution, were designed. We investigated how much order is required in a visual texture for it to be discriminated from random noise. The performance of human observers was compared to Ideal and Order observers (based on the order parameter). The results indicated a high consistency in performance across human observers, much below that of the Ideal observer, but well-approximated by the Order observer. Overall, we provide a novel quantitative paradigm to address order perception. Our findings, based on this paradigm, suggest that the statistical physics formalism of order captures regularities to which the human visual system is sensitive. An additional analysis revealed that some order perception properties are captured by traditional texture discrimination models according to which discrimination is based on integrated energy within maps of oriented linear filters.","This work investigated how much order is required in a visual texture for it to be discriminated from random noise and suggested that the statistical physics formalism of order captures regularities to which the human visual system is sensitive."
"Distortions of spatial perception index perceptual organization","https://scispace.com/paper/distortions-of-spatial-perception-index-perceptual-1fubs7x5","2022","Journal Article","Journal of Vision","Timothy J. Vickery
A R Lebed
Catherine E. Scanlon","10.1167/jov.22.14.3981","","The presence of objects in a scene distorts perceived spatial relationships. For example, two dots are perceived as farther apart when they are presented well within an object's boundaries, compared to an equivalently spaced pair of dots that are placed in a ground region. A strong, opposing compressive effect on perceived space occurs if the dots are placed near, on, or slightly beyond opposite-side edges. Both expansion and compression effects generate compelling illusions. In the present study, we examined whether the degree of compressive warping indexes the amount of organization present in a region of space. Subjects viewed scenes composed of a dense grid of Gabor grating patches, with one pair of red, vertically-aligned ""reference"" dots that never changed spacing, and one pair of ""adjustment"" dots whose spacing varied trial-to-trial according to a staircase procedure. Outside of one rectangular region (the ""object region""), gratings were oriented randomly. The object region either surrounded (expansion-spacing) or was flanked by (compression-spacing) the reference dots. Within the object region, we varied the ""coherence"" of the gratings by fixing a proportion of gratings to the same horizontal orientation, altering the clarity of the region's outline: baseline (0%, all random), low (50% horizontal gratings), medium (75% horizontal), and high (100% horizontal). In high-coherence scenes, grouping and contour formation produced a percept of a rectangular ""object."" Using a 2AFC method with a staircase procedure (N=45), we determined the point of subjective equivalence for each combination of reference spacing and coherence. Strong expansion and compression effects occur for the high-coherence display vs. baseline. Critically, both expansion and compression effects were titrated by coherence, with weaker effects corresponding to lower coherence. We conclude that perceptual organization distorts perceived spatial relationships, in a manner that can be used to quantitatively assess the degree of organization in a visual region. ","In this article , the authors examined whether the degree of compressive warping indexes the amount of organization present in a region of space and concluded that perceptual organization distorts perceived spatial relationships."
"Learning viewpoint invariant perceptual representations from cluttered images","https://scispace.com/paper/learning-viewpoint-invariant-perceptual-representations-from-jdw76uec6d","2005","Journal Article","IEEE Transactions on Pattern Analysis and Machine Intelligence","Michael W. Spratling","10.1109/TPAMI.2005.105","","In order to perform object recognition, it is necessary to form perceptual representations that are sufficiently specific to distinguish between objects, but that are also sufficiently flexible to generalize across changes in location, rotation, and scale. A standard method for learning perceptual representations that are invariant to viewpoint is to form temporal associations across image sequences showing object transformations. However, this method requires that individual stimuli be presented in isolation and is therefore unlikely to succeed in real-world applications where multiple objects can co-occur in the visual input. This paper proposes a simple modification to the learning method that can overcome this limitation and results in more robust learning of invariant representations.","A simple modification to the learning method is proposed that can overcome the limitation of individual stimuli being presented in isolation and results in more robust learning of invariant representations."
"Toward a Psychophysics of Perceptual Organization Using Multistable Stimuli and Phenomenal Reports","https://scispace.com/paper/toward-a-psychophysics-of-perceptual-organization-using-31ap5j8bl5","2002","Journal Article","Axiomathes","Lars Strother
David Van Valkenburg
Michael Kubovy","10.1023/B:AXIO.0000007207.77996.CA","","We explore experimental methods used to study the phenomena of perceptual organization, first studied by the Gestalt psychologists. We describe an application of traditional psychophysics to perceptual organization and offer alternative methods. Among these, we distinguish two approaches that use multistable stimuli: (1) phenomenological psychophysics, in which the observer's response is assumed to accurately and directly reflect perceptual experience; and (2) the interference paradigm, in which an observer's response is evaluated as correct or incorrect because it pertains to a corrigible task, but does not directly reflect the observer's experience. We show that phenomenological psychophysics can yield valuable information about perceptual organization and lends itself to the development of quantitative theory. We discuss some criticisms of the method and argue that the two approaches that use multistable stimuli are complementary. We also compare each of the approaches with traditional psychophysics. We conclude that the several methods are convergent.","In this paper, the authors explore experimental methods used to study the phenomena of perceptual organization, first studied by the Gestalt psychologists, and compare these methods with traditional psychophysics."
"Grouping by Proximity and Multistability in Dot Lattices: A Quantitative Gestalt Theory","https://scispace.com/paper/grouping-by-proximity-and-multistability-in-dot-lattices-a-6lfvw27gjc","1995","Journal Article","Psychological Science","Michael Kubovy
Johan Wagemans","10.1111/J.1467-9280.1995.TB00597.X","","Gestalt phenomena have long resisted quantification In the spirit of Gestalt field theory, we propose a theory that predicts the probability of grouping by proximity in the six kinds of dot lattices (hexagonal, rhombic, square, rectangular, centered rectangular, and oblique) We claim that the unstable perceptual organization of dot lattices is caused by competing forces that attract each dot to other dots in its neighborhood We model the decline of these forces as a function of distance with an exponential decay function This attraction function has one parameter, the attraction constant Simple assumptions allow us to predict the entropy of the perceptual organization of different dot lattices We showed dot lattices tachistoscopically to 7 subjects, and from the probabilities of the perceived organizations, we calculated the entropy of each lattice for each subject The model fit the data exceedingly well The attraction constant did not vary much over subjects","A theory that predicts the probability of grouping by proximity in the six kinds of dot lattices by calculating the entropy of each lattice for each subject fit the data exceedingly well."
"Serial processing of proximity groups and similarity groups.","https://scispace.com/paper/serial-processing-of-proximity-groups-and-similarity-groups-3f5o1p021z","2024","Journal Article","","Robert C G Johansson
Rolf Ulrich","10.3758/s13414-024-02861-2","","Abstract Proximity and feature similarity are two important determinants of perceptual grouping in vision. When viewing visual scenes conveying both grouping options simultaneously, people most usually detect proximity groups faster than similarity groups. This article demonstrates that perceptual judgments of grouping orientation guided by either proximity or contrast similarity are indicative of a sequential organization of grouping operations in the visual pathway, which lends a temporal processing advantage to proximity grouping (Experiment 1). Invoking the double-factorial paradigm, latent cognitive architecture for perceptual grouping is also investigated in a task with redundant signals (Experiment 2). Reaction time data from this task is assessed in terms of the race model inequality, workload capacity analysis, and interaction contrasts of means and survivor functions. Again, empirical benchmarks indicate serial processing of proximity groups and similarity groups, with a self-terminating stopping rule for processing. A subset of participants exhibit atypical performance metrics, hinting at possible individual differences in configural visual processing. ","Research reveals a sequential processing advantage for proximity grouping over similarity grouping in visual perception, with proximity groups detected faster, and individual differences in configural visual processing influencing performance metrics."
"Humans Beat Deep Networks at Recognizing Objects in Unusual Poses, Given Enough Time","https://scispace.com/paper/humans-beat-deep-networks-at-recognizing-objects-in-unusual-1zftlm4tfg","2024","Journal Article","arXiv.org","Netta Ollikka
Amro Abbas
Andrea Perin
Markku Kilpeläinen
St'ephane Deny","10.48550/arxiv.2402.03973","","Deep learning is closing the gap with humans on several object recognition benchmarks. Here we investigate this gap in the context of challenging images where objects are seen from unusual viewpoints. We find that humans excel at recognizing objects in unusual poses, in contrast with state-of-the-art pretrained networks (EfficientNet, SWAG, ViT, SWIN, BEiT, ConvNext) which are systematically brittle in this condition. Remarkably, as we limit image exposure time, human performance degrades to the level of deep networks, suggesting that additional mental processes (requiring additional time) take place when humans identify objects in unusual poses. Finally, our analysis of error patterns of humans vs. networks reveals that even time-limited humans are dissimilar to feed-forward deep networks. We conclude that more work is needed to bring computer vision systems to the level of robustness of the human visual system. Understanding the nature of the mental processes taking place during extra viewing time may be key to attain such robustness.","It is found that humans excel at recognizing objects in unusual poses, in contrast with state-of-the-art pretrained networks which are systematically brittle in this condition, suggesting that additional mental processes (requiring additional time) take place when humans identify objects in unusual poses."
"Hysteresis in the Perception of Visual Unity - Confirmation of a Neural Network Model Prediction","https://scispace.com/paper/hysteresis-in-the-perception-of-visual-unity-confirmation-of-1lzlk4wlm8","2015","Proceedings Article","International Congress on Neurotechnology, Electronics and Informatics","Ian Bright
Raymond Pavloski","10.5220/0005663300490053","","In response to a simulated retinal image of an object, the recurrent input to a richly connected artificial neural network organizes into a connected open set (COS) of ionic conductance values, which models the continuity and unity of a visual object. As the density of light dots on a dark background increases and then decreases, a COS appears at a density that is higher than that at which it disappears (hysteresis). This experiment tested the hypothesis that humans will show hysteresis similar to that of the simulation. In addition, the effect of dot lightness on the perception of a unified visual object was also tested.","This experiment tested the hypothesis that humans will show hysteresis similar to that of the simulation, and the effect of dot lightness on the perception of a unified visual object was also tested."
"Individual differences in subjective experience and objective performance in metacontrast masking","https://scispace.com/paper/individual-differences-in-subjective-experience-and-15o4iz9ish","2012","Journal Article","Journal of Vision","Thorsten Albrecht
Uwe Mattler","10.1167/12.5.5","","When participants discriminate stimuli that are masked by a following stimulus via metacontrast masking, stable individually different masking functions have been found despite identical stimulation conditions.In the present study, in one group of observers objective performance increased with increasing target-mask stimulus onset asynchrony (SOA), whereas in another group performance decreased with increasing SOA. In addition, a group of overachievers showed ceiling effects whereas a group of underachievers hardly exceeded chance levels of performance irrespective of SOA. The differences between observers' objective measures of performance correspond to differences in participants' phenomenological reports of subjective experience. This indicates that participants differ in their access to specific perceptual cues that they use spontaneously to solve the task. When we instructed participants to use only one specific cue, the instructed cue determined participants' objective performance considerably in two experiments. Nevertheless, masking functions remained similar with and without the cued instruction, and the effect of cues depended on the initial masking function of individuals. Findings suggest that individuals with different masking functions differ also in terms of phenomenology, used cues, and response strategy. The relation between subjective experience, reported usage of perceptual cues, and objective performance in the metacontrast masking task deserves further investigation.","In one group of observers objective performance increased with increasing target-mask stimulus onset asynchrony (SOA), whereas in another group performance decreased with increasing SOA, suggesting that individuals with different masking functions differ also in terms of phenomenology, used cues, and response strategy."
"An empirical assay of view-invariant object learning in humans and comparison with baseline image-computable models","https://scispace.com/paper/an-empirical-assay-of-view-invariant-object-learning-in-1l3fqc5c","","","","Michael J. Lee
James J. DiCarlo","","","How humans learn new visual objects is a longstand-ing scientiﬁc problem. Previous work has led to a diverse collection of models for how it is accomplished, but a current limitation in the ﬁeld is a lack of empirical benchmarks which can be used to evaluate and compare speciﬁc models against each other. Here, we use online psychophysics to measure human behavioral learning trajectories over a set of tasks involving novel 3D objects. Consistent with intuition, these results show that humans generally require very few images ( ≈ 6) to approach their asymptotic accuracy, ﬁnd some object discriminations more easy to learn than others, and generalize quite well over a range of image transformations after even one view of each object. We then use those data to develop benchmarks that may be used to evaluate a learning model’s similarity to humans. We make these data and benchmarks publicly available [GitHub], and, to our knowledge, they are currently the largest publicly-available collection of learning-related psychophysics data in humans. Addi-tionally, to serve as baselines for those benchmarks, we implement and test a large number of baseline models (n=1,932), each based on a standard cognitive theory of learning: that humans re-represent images in a ﬁxed, Euclidean space, then learn linear decision boundaries in that space to identify objects in future images. We ﬁnd some of these baseline models make surprisingly accurate predictions. However, we also ﬁnd reliable prediction gaps between all baseline models and humans, particularly in the few-shot learning setting.","This paper used online psychophysics to measure human behavioral learning trajectories over a set of tasks involving novel 3D objects and found that humans generally require very few images ( ≈ 6) to approach their asymptotic accuracy, and some object discriminations more easy to learn than others."
"Perceptual alternation of ambiguous patterns: a model based on an artificial neural network","https://scispace.com/paper/perceptual-alternation-of-ambiguous-patterns-a-model-based-17zli0pihi","1991","Proceedings Article","","Massimo Riani
Francesco Masulli
Enrico Simonotto","10.1117/12.44955","","An artificial neural network modelling some peculiar aspects of human perception in the presence of so-called ambiguous figures is described. When one of such patterns is observed, the same visual input can elicit two different interpretations, A and B, giving rise to a cyclic perceptual alternation of the two competitive percepts. The neural network used to model the phenomenon consists of two layers of identical subunits, which have been derived from the brain-state-in-a-box (BSB) model developed by Anderson and co-workers. Computer simulations have demonstrated that the model based on this two-layer neural network allows one to obtain the stochastic gamma distributions of the experimental perceptual durations of the two alternative interpretations of an ambiguous pattern. Moreover, simulation results are in good agreement with some other characteristics of the perceptual alternation phenomenon.© (1991) COPYRIGHT SPIE--The International Society for Optical Engineering. Downloading of the abstract is permitted for personal use only.","Computer simulations have demonstrated that the model based on this two-layer neural network allows one to obtain the stochastic gamma distributions of the experimental perceptual durations of the two alternative interpretations of an ambiguous pattern."
