"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Long-range cortical synchronization supports abrupt visual learning","https://scispace.com/paper/long-range-cortical-synchronization-supports-abrupt-visual-14qp7n2wco","2021","Posted Content","bioRxiv","Bennett A. Csorba
Matthew R. Krause
Theodoros P. Zanos
Christopher C. Pack","10.1101/2021.08.03.454994","","Visual plasticity declines sharply after the critical period, yet we easily learn to recognize new faces and places even as adults. Such learning is often characterized by a moment of insight, an abrupt and dramatic improvement in recognition. The mechanisms that support abrupt learning are unknown, but one hypothesis is that they involve changes in synchronization between brain regions. To test this hypothesis, we used a behavioral task in which non-human primates rapidly learned to recognize novel images and to associate them with specific responses. Simultaneous recordings from inferotemporal and prefrontal cortices revealed a transient synchronization of neural activity between these areas that peaked around the moment of insight. Synchronization was strongest between inferotemporal sites that encoded images and reward-sensitive prefrontal sites. Moreover, its magnitude intensified gradually over image exposures, suggesting that abrupt learning culminates from the search for informative signals within a circuit linking sensory information to task demands.","In this article, the authors used a behavioral task in which non-human primates rapidly learned to recognize novel images and to associate them with specific responses, and they found that abrupt learning culminates from the search for informative signals within a circuit linking sensory information to task demands."
"Development of ocular dominance columns across rodents and other species: revisiting the concept of critical period plasticity","https://scispace.com/paper/development-of-ocular-dominance-columns-across-rodents-and-5fbcpbg4b9","2024","Journal Article","Frontiers in Neural Circuits","Toru Takahata","10.3389/fncir.2024.1402700","","The existence of cortical columns, regarded as computational units underlying both lower and higher-order information processing, has long been associated with highly evolved brains, and previous studies suggested their absence in rodents. However, recent discoveries have unveiled the presence of ocular dominance columns (ODCs) in the primary visual cortex (V1) of Long-Evans rats. These domains exhibit continuity from layer 2 through layer 6, confirming their identity as genuine ODCs. Notably, ODCs are also observed in Brown Norway rats, a strain closely related to wild rats, suggesting the physiological relevance of ODCs in natural survival contexts, although they are lacking in albino rats. This discovery has enabled researchers to explore the development and plasticity of cortical columns using a multidisciplinary approach, leveraging studies involving hundreds of individuals—an endeavor challenging in carnivore and primate species. Notably, developmental trajectories differ depending on the aspect under examination: while the distribution of geniculo-cortical afferent terminals indicates matured ODCs even before eye-opening, consistent with prevailing theories in carnivore/primate studies, examination of cortical neuron spiking activities reveals immature ODCs until postnatal day 35, suggesting delayed maturation of functional synapses which is dependent on visual experience. This developmental gap might be recognized as ‘critical period’ for ocular dominance plasticity in previous studies. In this article, I summarize cross-species differences in ODCs and geniculo-cortical network, followed by a discussion on the development, plasticity, and evolutionary significance of rat ODCs. I discuss classical and recent studies on critical period plasticity in the venue where critical period plasticity might be a component of experience-dependent development. Consequently, this series of studies prompts a paradigm shift in our understanding of species conservation of cortical columns and the nature of plasticity during the classical critical period. ","Cross-species differences in ODCs and geniculo-cortical network are summarized, followed by a discussion on the development, plasticity, and evolutionary significance of rat ODCs."
"Interrupted learning across the lifespan","https://scispace.com/paper/interrupted-learning-across-the-lifespan-v84bfpuwffxc","2024","Journal Article","Human Development","Rachel Wu
Isadora Farias Lopes de Queiroz
Tania M. Rodríguez
Bethany P. Tavenner
Jessica A. Church","10.1159/000542216","","Continued learning opportunities are important for adaptation across the lifespan. Interrupted learning (e.g., “summer slide”) is a known, critical issue for childhood education. This perspective piece proposes that adulthood could be a period of prolonged interrupted learning with reduced learning opportunities, despite the known importance of lifelong learning. This idea goes beyond calls for healthy older adults to lead an active life to maintain cognitive abilities and to maintain basic functional skills by highlighting important lifespan circumstances that may hinder or facilitate adaptation in new and changing environments. We explore how research on interrupted learning in childhood could be applied to later adulthood and how changes in learning are viewed differently for children and adults. In addition, research on increasing abilities during childhood generally focuses on specific skills (e.g., reading, math), whereas cognitive aging research focuses on more general cognitive abilities related to attention and memory. Finally, given that interrupted learning occurs unevenly across different ages, abilities, and resources, more can be investigated in terms of who interrupted learning affects across the lifespan, and the neural underpinnings of interrupted learning. Acknowledging and addressing interrupted learning across the lifespan may promote long-term thriving and avoid preventable deficits and decline. ","This perspective piece explores the concept of interrupted learning across the lifespan, proposing that adulthood may be a period of prolonged interrupted learning, and highlights the need to apply childhood learning research to adulthood, promoting long-term thriving and preventing deficits."
"Manipulating the Rapid Consolidation Periods in a Learning Task Affects General Skills More than Statistical Learning and Changes the Dynamics of Learning","https://scispace.com/paper/manipulating-the-rapid-consolidation-periods-in-a-learning-2ipfk5u8","2023","Journal Article","ENeuro","","10.1523/eneuro.0228-22.2022","","Memory consolidation processes have traditionally been investigated from the perspective of hours or days. However, recent developments in memory research have shown that memory consolidation processes could occur even within seconds, possibly because of the neural replay of just practiced memory traces during short breaks. Here, we investigate this rapid form of consolidation during statistical learning. We aim to answer (1) whether this rapid consolidation occurs in implicit statistical learning and general skill learning, and (2) whether the duration of rest periods affects these two learning types differently. Human participants performed a widely used statistical learning task-the alternating serial reaction time (ASRT) task-that enables us to measure implicit statistical and general skill learning separately. The ASRT task consisted of 25 learning blocks with a rest period between the blocks. In a between-subjects design, the length of the rest periods was fixed at 15 or 30 s, or the participants could control the length themselves. We found that the duration of rest periods does not affect the amount of statistical knowledge acquired but does change the dynamics of learning. Shorter rest periods led to better learning during the learning blocks, whereas longer rest periods promoted learning also in the between-block rest periods, possibly because of the higher amount of replay. Moreover, we found weaker general skill learning in the self-paced group than in the fixed rest period groups. These results suggest that distinct learning processes are differently affected by the duration of short rest periods. ","In this paper , the authors investigated whether memory consolidation processes could occur even within seconds, possibly because of the neural replay of just practiced memory traces during short breaks, and they found weaker general skill learning in the self-paced group than in the fixed rest period groups."
"Modeling learning and strategy formation as phase transitions in cortical networks","https://scispace.com/paper/modeling-learning-and-strategy-formation-as-phase-4ynauot032","2016","Proceedings Article","Systems, Man and Cybernetics","Robert Kozma
Yury Sokolov
Marko Puljic
Sanquing Hu
Miklós Ruszinkó","10.1109/SMC.2016.7844874","","Learning in the mammalian brain is commonly modeled through changing synaptic connections in cortical networks. Dynamical brain models indicate that learning leads to the formation of limit cycle oscillations across cortical areas and that the oscillatory regimes re-emerge when the learnt input is presented to the system. In this work, learning is modeled using a graph-theoretical model, which captures salient characteristics of the learning process. We introduce a random graph that combines a torus with lattice edges and additional random edges, which have power law length distribution. On this graph, we consider bootstrap percolation with excitatory and inhibitory vertices. Theoretical and numerical studies indicate the presence of various dynamical regimes on these graphs. Here, the transitions between fixed-point and limit cycle attractors are analyzed. We link this transition to changes in cortical networks during category learning, which have been observed in animal experiments using electro-cortiograph (ECoG) arrays over sensory cortices. We discuss how learning leads to categorization and strategy formation, and how the theoretical modeling results can be used for designing learning and adaptation in computationally aware intelligent machines.","How learning leads to categorization and strategy formation is discussed, and how the theoretical modeling results can be used for designing learning and adaptation in computationally aware intelligent machines is discussed."
"Evolution of Cognitive Brains: Mammals","https://scispace.com/paper/evolution-of-cognitive-brains-mammals-2g2ne4pru4","2017","Book Chapter","","Gerhard Roth
Ursula Dicke","10.1007/978-4-431-56559-8_6","","In mammals, detailed information about higher cognitive abilities or “intelligence” is restricted to representatives of rodents, artiodactyls, carnivores, cetaceans, elephants, and primates. Tool use as well as “technical” problem-solving is present in most species of these taxa. In string-pulling experiments, apes, monkeys, dogs, and elephants were successful but with no sign of insight into mechanisms. Mirror use is demonstrated in apes, monkeys, and pigs, while mirror self-recognition is found only in the great apes, magpies, and possibly dolphins and elephants. Gaze following is documented in primates, dogs, and wolves. Metacognition was demonstrated in apes, macaques, dolphins, and rats. Finally, signs of a theory of mind are found in chimpanzees and rhesus monkeys and questionable in dogs and wolves. Neither absolute nor relative brain size (uncorrected or corrected for body size) are good predictors for higher cognitive abilities. The number of cortical neurons appears to be a better predictor of intelligence but does not solve the paradox of elephants and cetaceans, which have at least several billion cortical neurons like the great apes, while being less intelligent. The best fit is obtained, when parameters that directly determine neuronal information processing capacity, i.e., cortical interneuronal distance and axonal conduction velocity, are also taken into account. Here, primates excel, followed by carnivores, while the large-brained elephants and cetaceans perform poorly.","The number of cortical neurons appears to be a better predictor of intelligence but does not solve the paradox of elephants and cetaceans, which have at least several billion cortical neurons like the great apes, while being less intelligent."
"Rules and metarules: Adult cotton-top tamarins (Saguinus oedipus) and 5-year-old children (Homo sapiens) can master both.","https://scispace.com/paper/rules-and-metarules-adult-cotton-top-tamarins-saguinus-czb7yxc4","2022","Journal Article","Journal of Comparative Psychology","Dorothy M. Fragaszy","10.1037/com0000324","","Developmental psychologists have noted a similar timeline of change for children's use of different perspectives about the same objects or events, as in the use of different labels for the same object, an aspect of language, and in understanding other's knowledge or beliefs, an aspect of social cognition as reviewed in the study by Neiworth et al. Comparative psychologists are interested to know what cognitive flexibility looks like in other species and how such variation relates to life history, ecology, and phylogeny. The general pattern of results to date indicates that monkeys can master both intra- and interdimensional shifts, but intradimensional shifts are learned far more quickly than interdimensional shifts (reviewed in the study by Neiworth et al, 2022). Neiworth et al. report that they have conducted exactly this kind of comparative study: They examined cognitive flexibility in adult cotton-top tamarins and human children in three age groups as they participated in a modified version of the Dimensional Change Card Sort (DCCS). Neiworth et al.'s study offers an example of careful consideration of one such possibility: that of using the experimenter's postural orientation to the cards as an inadvertent aid. Here the authors had the benefit of prior work showing that tamarins follow human-provided cues to make a spatially discriminated choice only if the experimenter's head, body, and eyes oriented to a particular location. Thus, in this study, the experimenter kept their head and body centered in the testing space between the two cards and looked at a point on the wall directly behind the midpoint of the testing tray. But the DCCS task, in abstract form, has potentially broader comparative value than to examine cognitive flexibility in primates alone. (PsycInfo Database Record (c) 2022 APA, all rights reserved).","Neiworth et al. as discussed by the authors showed that tamarins follow human-provided cues to make a spatially discriminated choice only if the experimenter's head, body, and eyes oriented to a particular location."
"Learning as a phenomenon occurring in a critical state","https://scispace.com/paper/learning-as-a-phenomenon-occurring-in-a-critical-state-35f3h4piih","2010","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Lucilla de Arcangelis
Hans J. Herrmann","10.1073/PNAS.0912289107","","Recent physiological measurements have provided clear evidence about scale-free avalanche brain activity and EEG spectra, feeding the classical enigma of how such a chaotic system can ever learn or respond in a controlled and reproducible way. Models for learning, like neural networks or perceptrons, have traditionally avoided strong fluctuations. Conversely, we propose that brain activity having features typical of systems at a critical point represents a crucial ingredient for learning. We present here a study that provides unique insights toward the understanding of the problem. Our model is able to reproduce quantitatively the experimentally observed critical state of the brain and, at the same time, learns and remembers logical rules including the exclusive OR, which has posed difficulties to several previous attempts. We implement the model on a network with topological properties close to the functionality network in real brains. Learning occurs via plastic adaptation of synaptic strengths and exhibits universal features. We find that the learning performance and the average time required to learn are controlled by the strength of plastic adaptation, in a way independent of the specific task assigned to the system. Even complex rules can be learned provided that the plastic adaptation is sufficiently slow.","This model is able to reproduce quantitatively the experimentally observed critical state of the brain and, at the same time, learns and remembers logical rules including the exclusive OR, which has posed difficulties to several previous attempts."
"Experimental Divergences in the Visual Cognition of Birds and Mammals","https://scispace.com/paper/experimental-divergences-in-the-visual-cognition-of-birds-2zfoczj3pt","2015","Journal Article","Comparative Cognition & Behavior Reviews","Muhammad A. J. Qadri
Robert G. Cook","10.3819/CCBR.2015.100004","","The comparative analysis of visual cognition across classes of animals yields important information regarding underlying cognitive and neural mechanisms involved with this foundational aspect of behavior. Birds, and pigeons specifically, have been an important source and model for this comparison, especially in relation to mammals. During these investigations, an extensive number of experiments have found divergent results in how pigeons and humans process visual information. Four areas of these divergences are collected, reviewed, and analyzed. We examine the potential contribution and limitations of experimental, spatial, and attentional factors in the interpretation of these findings and their implications for mechanisms of visual cognition in birds and mammals. Recommendations are made to help advance these comparisons in service of understanding the general principles by which different classes and species generate representations of the visual world.","This work examines the potential contribution and limitations of experimental, spatial, and attentional factors in the interpretation of these findings and their implications for mechanisms of visual cognition in birds and mammals."
"The developmental trajectories of generalization and discrimination in reinforcement learning reflect multiple underlying cognitive processes","https://scispace.com/paper/the-developmental-trajectories-of-generalization-and-itlvsbniku7v","2025","Journal Article","","Wei Chen
Aaron T. Nakamura
Jialing Ding
Naohiro Okada
Shinsuke Koike
Sho Yagishita
Shin Ishii
Haruo Kasai
Yuko Yotsumoto
Ming Bo Cai","10.31234/osf.io/kvu7c_v2","","A hallmark of human intelligence is the ability to appropriately generalize past experiences to new scenarios. Organizing concepts into categories allows the brain to generalize learned stimulus-reward contingencies to new stimuli within the same category. However, when category membership does not fully predict associated rewards, the brain needs to balance generalizing values within categories and discriminating value differences among individual items. How do generalization and discrimination in reward learning develop throughout lifespan as semantic knowledge is gradually acquired? Using a probabilistic reward learning task with a hierarchical value structure organized by semantic categories, we found children can generalize values of stimuli based on semantic categories at least as early as three to four years old. Furthermore, age-related performance improvement is explained by a combination of increased decision certainty, decreased initial exploration, change in memory retention, and a reduced categorical learning rate. ","Children as young as 3-4 years old can generalize values based on semantic categories in reward learning, with age-related improvements attributed to increased decision certainty, reduced exploration, and changes in memory retention and learning rates."
"Engrams of Fast Learning.","https://scispace.com/paper/engrams-of-fast-learning-56ozj94czn","2020","Journal Article","Frontiers in Cellular Neuroscience","Charlotte Piette
Jonathan Touboul
Laurent Venance","10.3389/FNCEL.2020.575915","","Fast learning designates the behavioral and neuronal mechanisms underlying the acquisition of a long-term memory trace after a unique and brief experience. As such it is opposed to incremental, slower reinforcement or procedural learning requiring repetitive training. This learning process, found in most animal species, exists in a large spectrum of natural behaviors, such as one-shot associative, spatial, or perceptual learning, and is a core principle of human episodic memory. We review here the neuronal and synaptic long-term changes associated with fast learning in mammals and discuss some hypotheses related to their underlying mechanisms. We first describe the variety of behavioral paradigms used to test fast learning memories: those preferentially involve a single and brief (from few hundred milliseconds to few minutes) exposures to salient stimuli, sufficient to trigger a long-lasting memory trace and new adaptive responses. We then focus on neuronal activity patterns observed during fast learning and the emergence of long-term selective responses, before documenting the physiological correlates of fast learning. In the search for the engrams of fast learning, a growing body of evidence highlights long-term changes in gene expression, structural, intrinsic, and synaptic plasticities. Finally, we discuss the potential role of the sparse and bursting nature of neuronal activity observed during the fast learning, especially in the induction plasticity mechanisms leading to the rapid establishment of long-term synaptic modifications. We conclude with more theoretical perspectives on network dynamics that could enable fast learning, with an overview of some theoretical approaches in cognitive neuroscience and artificial intelligence.","The neuronal and synaptic long-term changes associated with fast learning in mammals are reviewed and some hypotheses related to their underlying mechanisms are discussed, including the potential role of the sparse and bursting nature of neuronal activity observed during the fast learning, especially in the induction plasticity mechanisms leading to the rapid establishment of long- term synaptic modifications."
"Reinforcement Learning during Adolescence in Rats.","https://scispace.com/paper/reinforcement-learning-during-adolescence-in-rats-3we0sj3x8q","2020","Journal Article","The Journal of Neuroscience","Neema Moin Afshar
Alex J. Keip
Jane R. Taylor
Daeyeol Lee
Stephanie M. Groman","10.1523/JNEUROSCI.0910-20.2020","","The most dynamic period of postnatal brain development occurs during adolescence, the period between childhood and adulthood. Neuroimaging studies have observed morphologic and functional changes during adolescence, and it is believed that these changes serve to improve the functions of circuits that underlie decision-making. Direct evidence in support of this hypothesis, however, has been limited because most preclinical decision-making paradigms are not readily translated to humans. Here, we developed a reversal-learning protocol for the rapid assessment of adaptive choice behavior in dynamic environments in rats as young as postnatal day 30. A computational framework was used to elucidate the reinforcement-learning mechanisms that change in adolescence and into adulthood. Using a cross-sectional and longitudinal design, we provide the first evidence that value-based choice behavior in a reversal-learning task improves during adolescence in male and female Long-Evans rats and demonstrate that the increase in reversal performance is due to alterations in value updating for positive outcomes. Furthermore, we report that reversal-learning trajectories in adolescence reliably predicted reversal performance in adulthood. This novel behavioral protocol provides a unique platform for conducting biological and systems-level analyses of the neurodevelopmental mechanisms of decision-making.SIGNIFICANCE STATEMENT The neurodevelopmental adaptations that occur during adolescence are hypothesized to underlie age-related improvements in decision-making, but evidence to support this hypothesis has been limited. Here, we describe a novel behavioral protocol for rapidly assessing adaptive choice behavior in adolescent rats with a reversal-learning paradigm. Using a computational approach, we demonstrate that age-related changes in reversal-learning performance in male and female Long-Evans rats are linked to specific reinforcement-learning mechanisms and are predictive of reversal-learning performance in adulthood. Our behavioral protocol provides a unique platform for elucidating key components of adolescent brain function.","A novel behavioral protocol for rapidly assessing adaptive choice behavior in adolescent rats with a reversal-learning paradigm is developed and it is demonstrated that age-related changes in reversal- Learning performance in male and female Long–Evans rats are linked to specific reinforcement-learning mechanisms and are predictive of reversal- learning performance in adulthood."
"Wie Gehirne laufen lernen oder: ""Früh übt sich, wer ein Meister werden will!"". Überlegungen zu einer interdisziplinären Forschungsrichtung ""Neuropädagogik""","https://scispace.com/paper/wie-gehirne-laufen-lernen-oder-fruh-ubt-sich-wer-ein-meister-avjkhey832","2004","Journal Article","Zeitschrift Fur Padagogik","Anna K. Braun
Michaela Meier","10.25656/01:4824","","Lernen in fruhester Jugend unterscheidet sich vom Lernen bei Erwachsenen darin, dass Erfahrungen und Lernprozesse im kindlichen Gehirn viel massivere und auch dauerhaftere Spuren hinterlassen als im erwachsenen Gehirn, wo es nur noch zu vergleichsweise geringfugigen Veranderungen im Verlauf von Lernprozessen kommt. Tierexperimentelle Forschungsergebnisse aus der Hirnforschung weisen darauf hin, dass fruhe Sinneseindrucke, Erfahrungen und Lernprozesse hirnbiologisch betrachtet dazu ""benutzt"" werden, die Ausreifung der noch unreifen funktionellen Schaltkreise, insbesondere des limbischen ""Belohnungs-"" Systems im Gehirn zu optimieren. Salopp ausgedruckt konnte man dies in der Computersprache mit der ""Formatierung der Festplatte"" vergleichen. Somit werden in der ""Hardware"" - dem Gehirn - schon relativ fruh im Leben prinzipielle Konzepte fur spateres Lernen, und auch fur die mit jedem Lernprozess untrennbar verknupfte emotionale Erlebniswelt angelegt. (DIPF/Orig.)
Learning during the earliest phases of adolescence differs from learning in adulthood in that experiences and learning processes leave by far deeper and long-lasting traces in the brain of a child as compared to the brain of an adult, in which only slight changes occur in the course of learning processes. Results gained in animal experiments carried out in neurological research suggest that, from the neuro-biological perspective, early sensory impressions, experiences, and learning processes are ""used"" to optimize the maturing of the as yet immature functional circuits, especially the limbic ""reward"" system in the brain. To put it crudely, this could be compared to what in computer language is called ""the formatting of the hard disk"". Thus, relatively early in life, the ""hardware"" - the brain - is equipped with basic concepts for subsequent learning, but also with the emotional world of experience inextricably linked with each learning process. (DIPF/Orig.)","In this article, it was shown that early sensory impressions, experiences, and learning processes are used to optimize the maturing of the as yet immature functional circuits, especially the limbic reward system in the brain."
"Divergent pattern of development in rats and humans","https://scispace.com/paper/divergent-pattern-of-development-in-rats-and-humans-327ljj8m","2023","Posted Content","bioRxiv","Rafael Grimson
Pablo Vázquez-Borsetti","10.1101/2023.04.11.536227","","Rattus norvegicus is the second most used laboratory species and the most widely used model in neuroscience. Nonetheless, there is still no agreement regarding the temporal relationship of development between humans and rats. We addressed this question by examining the time required to reach a set of homologous developmental milestones in both species. With this purpose, a database was generated with data collected through a bibliographic survey. This database was in turn compared with other databases about the same topic present in the literature. Finally, the databases were combined, covering for the first time the entire development of the rat including the prenatal, perinatal, and postnatal periods. This combined database includes 497 individual dates for both species. The developmental relationship between humans and rats was better fit by a logarithmic function than by a linear function. Also, an inflection point close to birth becomes evident after the logarithmic transformation of the data. The predictions of the proposed model were compared with other estimators historically used to calculate developmental relationships, such as growth in brain weight, finding a notorious discrepancy. As development progresses, an increase in the dispersion of the data is observed. Until now, developmental relationships have been interpreted as a univocal equivalence. In this work, is proposed an alternative interpretation where the age of one species is translated into a range of ages in the other.","In this paper , the authors examined the time required to reach a set of homologous developmental milestones in both species and found that the developmental relationship between humans and rats was better fit by a logarithmic function than by a linear function."
"Time for new thinking about sensitive periods","https://scispace.com/paper/time-for-new-thinking-about-sensitive-periods-1sua289qgb","2014","Journal Article","Frontiers in Systems Neuroscience","Virginia B. Penhune
Etienne de Villers-Sidani","10.3389/FNSYS.2014.00055","","The impact of training or experience is not the same at all points in development. Children who receive music lessons, or learn a second language before age 7–8 are more proficient as adults. Early exposure to drugs or trauma makes people more likely to become addicted or depressed later life. Rat pups exposed to specific frequencies from 9 to 13 days post-partum show expanded cortical representations of these frequencies. Young birds must hear and copy their native song within 1–2 months of birth or they may never learn it at all. These are examples of sensitive periods: developmental windows where maturation and specific experience interact to produce differential long-term effects on the brain and behavior.

While still controversial, evidence for the existence of sensitive periods has grown, as has our understanding of the underlying mechanisms of brain plasticity. Behavioral evidence from studies of language, psychopathology or vision in humans has been complemented by evidence elucidating molecular, gene, and hormonal mechanisms in animals. It has been proposed that sensitive periods can be both opened and closed by specific experience, and that there are multiple, overlapping sensitive periods that occur through-out development as functions come on line. It is also likely that experience-dependent behavioral or brain plasticity accrued during one sensitive period can serve as a scaffold on which later experience and plasticity can build.

Research into sensitive periods—or the interaction between development and specific experience—has entered a new phase as evidenced by the range of contributions brought together in this volume. Until very recently, sensitive periods were considered to be relatively narrow phenomena, often associated with the acquisition of specific perceptual abilities. This narrow definition has now evolved into a broader concept suggesting that the timing of individual experience interacts with developmental changes in the brain to produce synergistic effects on perceptual, cognitive, and motor function.

The broad concept that the timing of individual experience interacts with brain development and might even guide it is illustrated by articles examining both lower and higher-level brain functions, such as the effect of age of start of music training on brain stem responses to speech sounds (Skoe and Kraus, 2013); the effect of age of language acquisition on discrimination of visual speech cues (Weikum et al., 2013) or novel language learning (Finn et al., 2013); and perceptual narrowing in infancy for cross-species voice perception (Friendly et al., 2013). This broader conceptualization of sensitive period effects is also illustrated by work examining the interaction of development and experience at different ages, including infancy (Bosseler et al., 2013; Weikum et al., 2013), early childhood (Bailey and Penhune, 2013; Putkinen et al., 2013) and even adulthood (Finn et al., 2013). Articles in this volume also examine sensitive period effects in the auditory and visual systems in relation to sensory loss or deprivation (Gordon et al., 2013; Voss, 2013). Sensitive period effects are being explored at a number of different levels of the nervous system, including work at the molecular and cellular levels. One study examines how the interaction of normal brain development and the timing of gene expression may explain pathology in developmental disorders (Kroon et al., 2013) and another paper reviews work using a rat model to study how the timing of a perinatal insult affects later auditory processing (Fitch et al., 2013). Finally, because complex experience impacts brain systems involved in multiple processes, a number of papers examine transfer across domains, especially the effect of musical training on language processing (Martinez-Montes et al., 2013; Putkinen et al., 2013; White et al., 2013).

Taken together, the articles selected for this Special Topic are outstanding examples of the range of questions and approaches that characterize the new approach to studying sensitive period effects today. We hope that they will provide both an empirical background and theoretical basis for future work.

Based on the research presented here, we see a number of broad questions and challenges to be addressed by future research into sensitive periods. These include: (1) generating new information about the neurobiological and experiential mediators of structural and functional brain changes; (2) proposing models of brain development that better predict when sensitive periods should occur and what functions would be implicated; (3) investigation of the interaction between experience during a sensitive period and pre-existing individual differences; (4) examining the relationship between experience during a sensitive period and on-going experience and (5) determining the mechanisms by which sensitive period-like plasticity could be re-activated in the adult brain for the remediation of perceptual or cognitive impairments.","Research into sensitive periods—or the interaction between development and specific experience—has entered a new phase as evidenced by the range of contributions brought together in this volume."
"Shaping the learning curve: epigenetic dynamics in neural plasticity.","https://scispace.com/paper/shaping-the-learning-curve-epigenetic-dynamics-in-neural-4pbsrixfnu","2014","Journal Article","Frontiers in Integrative Neuroscience","Zohar Z. Bronfman
Simona Ginsburg
Eva Jablonka","10.3389/FNINT.2014.00055","","A key characteristic of learning and neural plasticity is state-dependent acquisition dynamics reflected by the non-linear learning curve that links increase in learning with practice. Here we propose that the manner by which epigenetic states of individual cells change during learning contributes to the shape of the neural and behavioral learning curve. We base our suggestion on recent studies showing that epigenetic mechanisms such as DNA methylation, histone acetylation, and RNA-mediated gene regulation are intimately involved in the establishment and maintenance of long-term neural plasticity, reflecting specific learning-histories and influencing future learning. Our model, which is the first to suggest a dynamic molecular account of the shape of the learning curve, leads to several testable predictions regarding the link between epigenetic dynamics at the promoter, gene-network, and neural-network levels. This perspective opens up new avenues for therapeutic interventions in neurological pathologies.","This model, which is the first to suggest a dynamic molecular account of the shape of the learning curve, leads to several testable predictions regarding the link between epigenetic dynamics at the promoter, gene-network, and neural-network levels."
"Concurrences across time and sensorimotor capacities promote infant learning","https://scispace.com/paper/concurrences-across-time-and-sensorimotor-capacities-promote-2q9mbt5buo","2024","Journal Article","","Ye Li
Viridiana L. Benitez","10.31234/osf.io/cn8bw","","In infancy, sensorimotor capacities directly impact learning. Although developmental science has studied the link between sensorimotor capacities and learning, this link has majorly focused on a narrow time-window connecting just two domains. Here, we propose that considering concurrences across multiple timepoints and multiple domains provides novel insights into how sensorimotor capacities systematically shape learning. We first present a developmental map synthesizing changes across the vision, motor, and language domains within the first 18 months. Using the map, we identify how changes in one sensorimotor domain affect learning in the extant literature. Importantly, we make salient additional concurrences remaining unexplored and providing rich ground to raise new questions and revisit old ones; we use a concrete example of learning (word-object mapping) to illustrate this point. Last, we end with a call to action to fill key gaps in the map by considering variations in other domains, cultures, and atypical development. ","This study proposes a developmental map of sensorimotor capacities across 18 months, revealing concurrences between vision, motor, and language domains that systematically shape infant learning, highlighting unexplored areas for future research."
"Individual Differences in Animal Intelligence: Learning, Reasoning, Selective Attentionand Inter-Species Conservation of a Cognitive Trait","https://scispace.com/paper/individual-differences-in-animal-intelligence-learning-22mfjzk3kyxm","","","","Louis D. Matzel
Christopher Wass
Stefan Kolata","10.46867/ijcp.2011.24.01.06","","Humans' performance on most cognitive tasks are commonly regulated by an underlying latent variable (i.e., ""general"" intelligence), and the expression of this latent modulator of cognitive performance varies across individuals. While ""intelligence"" in humans is easily recognized, a precise definition of this trait has proven elusive, and has impeded efforts to compare the emergence of thi strait across species. Here we describe our efforts to characterize this cognitive trait in genetically heterogeneous laboratory mice. Using batteries of as many as eight learning tasks and various principal component analysis regimens, we have found a robust general factor that accounts fornearly 40% of the variance of individual animals across all tasks. This """" is not attributable to variations in stress reactivity or exploratory tendencies. However, like human intelligence, this general factor covaries with the efficacy of selective attention and working memory capacity. Importantly, we also find that general learning abilities covary with animals' performance on novel tests of reasoning. In total, this work indicates that learning abilities, attentional control, andthe capacity for reasoning, features that constitute both colloquial and formal definitions of human intelligence, are commonly regulated in individual genetically heterogeneous mice. These results suggest an evolutionary conservation of the qualitative and quantitative properties of intelligence, and indicate that like humans, sub-human animals express individual differences in this trait.//","This study identifies a general factor of intelligence in genetically heterogeneous mice, accounting for 40% of variance across learning tasks, and finds it covaries with selective attention, working memory, and reasoning abilities, suggesting evolutionary conservation of intelligence traits."
"Cross-species comparisons.","https://scispace.com/paper/cross-species-comparisons-1ljxvyiqom","1997","Book Chapter","","David F. Sherry","10.1002/9780470515372.CH10","","Cognitive and neural adaptations in animals have been analysed using the comparative method. Comparisons between closely related species that differ in a cognitive or neural character, and comparison between distantly related species that share a cognitive or neural character, can be used to identify adaptations. Recent research has identified adaptive modifications of memory and the hippocampus that have evolved convergently in two clades of food-storing birds, the chickadees and tits (Paridae), and the jays and nutcrackers (Corvidae). Similar modifications of the hippocampus occur in other groups of animals, such as the cowbird brood parasites, in which there has been selection for spatial memory. Three general patterns that emerge from the comparative study of animal cognition provide a framework for research on human psychological adaptations: the existence of both specialized and general cognitive capacities; a clear relation between specialized capacities and specific selective pressures; and evolutionary change in the relative size of brain areas with cognitive functions.","Three general patterns that emerge from the comparative study of animal cognition provide a framework for research on human psychological adaptations: the existence of both specialized and general cognitive capacities; a clear relation between specialized capacities and specific selective pressures; and evolutionary change in the relative size of brain areas with cognitive functions."
