"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Temporal variability enhances vocal learning","https://scispace.com/paper/temporal-variability-enhances-vocal-learning-5blgankelv","2024","Journal Article","bioRxiv","Logan S. James
Olivia Ruge
Jon T. Sakata","10.1101/2024.04.18.590102","","39 Species-typical behaviors are organized into species-typical patterns, and deviations away from 40 these patterns often diminish the strength of behavioral and sensory responses to such stimuli. 41 In songbirds like the zebra finch, species-typical songs consist of acoustic elements (syllables) 42 arranged into stereotyped (i.e., highly predictable) sequences with stereotyped timing. However, 43 the degree to which deviations away from these stereotyped temporal patterns modulate the 44 strength of vocal learning (i.e., the fidelity of vocal imitation) remains unknown. Here we tutored 45 127 juvenile zebra finches with stimuli that varied in the stereotypy of syllable sequencing and 46 timing. In contrast to the prediction that deviations away from species-typical stereotypy would 47 diminish vocal learning, deviations from sequence or timing stereotypy did not decrease how 48 well juveniles imitated the acoustic structure of syllables. Moreover, presenting syllables in 49 species-atypical sequences (i.e., randomized syllable sequences) enhanced vocal imitation in 50 birds that were tutored later in development. This unexpected enhancement of birdsong learning 51 by sequence variability resembles effects of contextual diversity on speech acquisition and 52 suggests that such variability can benefit learning even for very stereotyped behaviors. 53 54 55","In contrast to the prediction that deviations away from species-typical stereotypy would diminish vocal learning, deviations from sequence or timing stereotypy did not decrease how well juveniles imitated the acoustic structure of syllables."
"Birdsong and Vocal Learning During Development","https://scispace.com/paper/birdsong-and-vocal-learning-during-development-3usx6qzi1bvs","","","","Sarah W. Bottjer","10.1016/b0-08-043076-7/03488-4","","Songbirds are one of the few groups of organisms other than humans that learn sounds for vocal communication during development, and the neural substrate that controls vocal learning and behavior is highly localized, making these circuits amenable to experimental manipulation and analysis. The song system is a model one for studying the neural and hormonal bases of vocal learning, and for examining plasticity of structure and function in neural systems generally. Similarities between vocal learning in birds and humans suggest that many aspects of the learning process have evolved to meet demands imposed by vocal communication (Marler 1976, Doupe and Kuhl 1999). Therefore, an understanding of the mechanisms underlying vocal learning in songbirds may have immediate application to problems in human vocal learning. In this review I concentrate on what is known about neural and hormonal mechanisms of vocal learning in zebra finches (Taeniopygia guttata), a well-studied species in which juvenile males gradually learn to produce a specific vocal pattern during a sensitive period of development, and by adulthood are normally incapable of altering that pattern or learning new ones.","Songbirds, particularly zebra finches, exhibit vocal learning during development, with neural and hormonal mechanisms localized and amenable to study, offering insights into human vocal learning and potential applications to address related developmental disorders."
"Juvenile zebra finches learn the underlying structural regularities of their fathers' song.","https://scispace.com/paper/juvenile-zebra-finches-learn-the-underlying-structural-1hzwe40ogj","2015","Journal Article","Frontiers in Psychology","Otília Menyhárt
Oren Kolodny
Oren Kolodny
Michael H. Goldstein
Timothy J. DeVoogd
Shimon Edelman","10.3389/FPSYG.2015.00571","","Natural behaviors, such as foraging, tool use, social interaction, birdsong, and language, exhibit branching sequential structure. Such structure should be learnable if it can be inferred from the statistics of early experience. We report that juvenile zebra finches learn such sequential structure in song. Song learning in finches has been extensively studied, and it is generally believed that young males acquire song by imitating tutors (Zann, 1996). Variability in the order of elements in an individual’s mature song occurs, but the degree to which variation in a zebra finch’s song follows statistical regularities has not been quantified, as it has typically been dismissed as production error (Sturdy et al., 1999). Allowing for the possibility that such variation in song is non-random and learnable, we applied a novel analytical approach, based on graph-structured finite-state grammars, to each individual’s full corpus of renditions of songs. This method does not assume syllable-level correspondence between individuals. We find that song variation can be described by probabilistic finite-state graph grammars that are individually distinct, and that the graphs of juveniles are more similar to those of their fathers than to those of other adult males. This grammatical learning is a new parallel between birdsong and language. Our method can be applied across species and contexts to analyze complex variable learned behaviors, as distinct as foraging, tool use, and language.","It is reported that juvenile zebra finches learn such sequential structure in song that is probabilistic finite-state graph grammars that are individually distinct, and that the graphs of juveniles are more similar to those of their fathers than to Those of other adult males."
"Neighborhood-statistics reveal complex dynamics of song acquisition in the zebra finch","https://scispace.com/paper/neighborhood-statistics-reveal-complex-dynamics-of-song-58rhrwnq0f","2019","Posted Content","bioRxiv","Sepp Kollmorgen
Richard H. R. Hahnloser
Valerio Mante","10.1101/595512","","Motor behaviors are continually shaped by a variety of processes such as environmental influences, development, and learning. The resulting behavioral changes are commonly quantified based on hand-picked features (e.g. syllable pitch) and assuming discrete classes of behaviors (e.g. distinct syllables). Such methods may generalize poorly across behaviors and species and are necessarily biased. Here we present an account of behavioral change based on nearest-neighbor statistics that avoids such biases and apply it to song development in the juvenile zebra finch. First, we introduce the concept of repertoire dating, whereby each syllable rendition is dated with a ""pseudo"" production-day corresponding to the day when similar renditions were typical in the behavioral repertoire. Differences in pseudo production-day across renditions isolate the components of vocal variability congruent with the long-term changes due to vocal learning and development. This variability is large, as about 10% of renditions have pseudo production-days falling more than 10 days into the future (anticipations) or into the past (regressions) relative to their actual production time. Second, we obtain a holistic, yet low-dimensional, description of vocal change in terms of a behavioral trajectory, which reproduces the pairwise similarities between renditions grouped by production time and pseudo production-day. The behavioral trajectory reveals multiple, previously unrecognized components of behavioral change operating at distinct time-scales. These components interact differently across the behavioral repertoire: diurnal change in regressions undergoes only weak overnight consolidation, whereas anticipations and typical renditions consolidate fully. Our nearest-neighbor methods yield model-free descriptions of how behavior evolves relative to itself, rather than relative to a potentially arbitrary, experimenter-defined, goal. Because of their generality, our methods appear well-suited to comparing learning across behaviors and species, and between biological and artificial systems.","This work introduces the concept of repertoire dating, whereby each syllable rendition is dated with a “pseudo” production-day corresponding to the day when similar renditions were typical in the behavioral repertoire, and obtains a holistic, yet low-dimensional, description of vocal change in terms of a behavioral trajectory."
"Full life course analysis of birdsong reveals maturation and senescence of highly repeatable song characteristics","https://scispace.com/paper/full-life-course-analysis-of-birdsong-reveals-maturation-and-po77a8bok9","2019","Journal Article","Behavioral Ecology","Matthew N. Zipple
Stephen Nowicki
William A. Searcy
Susan Peters","10.1093/BEHECO/ARZ146","","\n Signalers may benefit in some contexts from advertising their ages, for example in courting potential mates. Receivers in turn may benefit from assessing a signaler’s age, even in cases where their doing so is against the signaler’s interests. Indicators of age contained in signals thus may have important fitness consequences for both signalers and receivers. In birds, males of many species have been shown to display delayed maturation of their songs, resulting in older males singing songs that are higher in quality in one or more characteristics. Conversely, it seems possible that songs might eventually deteriorate with age as an aspect behavioral senescence. Studies of birdsong long enough to test both possibilities are quite uncommon, with nearly all studies aspect of age-dependent changes in birdsong spanning 3 or fewer years of males’ lives. Here, we present the longest longitudinal analysis of male birdsong to date, in which we analyze songs recorded for 4–11 years of the lives of captive male swamp sparrows. We find that males displayed delayed maturation of three song characteristics: song rate, song length, and consistency between songs. Delayed maturation was followed by behavioral senescence of three characteristics: song rate, stereotypy within songs, and consistency between songs. Because song quality declined in males beyond 2 years of age, this evidence is inconsistent with a signaling system in which females both prefer increasingly older males and are able to accurately determine male age through song assessment. Rather, our evidence suggests that swamp sparrows should be able to use song to distinguish intermediate-aged males from 1-year-old and very old males.","The longest longitudinal analysis of male birdsong to date is presented, in which songs recorded for 4–11 years of the lives of captive male swamp sparrows are analyzed, finding that males displayed delayed maturation of three song characteristics: song rate, song length, and consistency between songs."
"From birdsong to speech: a plea for comparative approaches","https://scispace.com/paper/from-birdsong-to-speech-a-plea-for-comparative-approaches-4bjqfez1yk","2004","Journal Article","Anais Da Academia Brasileira De Ciencias","Dietmar Todt","10.1590/S0001-37652004000200003","","Human language and speech are unique accomplishments. Nevertheless, they share a number of characteristics with other systems of communication, and investigators have thus compared them to birdsong and the vocal signaling of nonhuman primates. Particular interesting parallels concern the development of singing and speaking. These behaviors rely on auditory perception, subsequent memorization and finally, the generation of vocal imitations. Several mechanisms help young individuals to deal with the various challenges during the time of signal development. Specific differences aside, astounding parallels can be found also in how a human and a particularly accomplished bird like the Common Nightingale Luscinia megarhynchos treat the experience of many different sound patterns or songs. As a consequence of such exposure, both human infants and young birds eventually acquire large repertoires of verbal or vocal signals. These achievements, however, require access to specific memory mechanisms which are well adapted to the purposes they serve, thereby allowing them to fulfil their species typical roles. With such aspects as a reference, birdsong is an excellent biological model for memory research and also an appropriate system for the study of evolutionary strategies in a very successful class of organisms.","With such aspects as a reference, birdsong is an excellent biological model for memory research and also an appropriate system for the study of evolutionary strategies in a very successful class of organisms."
"Developmental influences on auditory perception in female zebra finches: is there a sensitive phase for song preference learning?","https://scispace.com/paper/developmental-influences-on-auditory-perception-in-female-3ftq9r0hl2","2003","Journal Article","Animal Biology","Katharina Riebel","10.1163/157075603769700304","","Song plays an important role in mate choice in oscine songbirds. Male advertising song is culturally transmitted resulting in individual- or population-specific song variants. Evidence is accumulating that female song preferences are influenced by those song variants they experienced when young, but the nature and timing of the acquisition process itself is still poorly understood. Song acquisition (as well as sexual imprinting) has been studied in more detail in zebra finches (Taeniopygia guttata) than in any other songbird species, making it timely to review the consequences of early exposure on female song perception in this species. The current literature provides substantial evidence not only for preference learning but also for exposure-dependent perceptual fine-tuning. Sensitivity for song preference learning changes over the course of development. Preference learning does not seem to occur earlier than 25 days of age (hence paralleling the time course for song acquisition in males), but a potential endpoint is currently less obvious. However, studies so far have focussed on the outcome rather than the process of learning, and thus have not aimed at delineating a sensitive phase. Early acquired song preferences seem highly stable regardless of additional experience, which suggests a self-terminating process as previously found for sexual imprinting. There are still obvious gaps in our understanding of the mechanisms underlying the process of song preference learning, but these seem worthwhile addressing, as the consequences for mate choice might differ dramatically depending on when and from whom learning takes place.","Early acquired song preferences seem highly stable regardless of additional experience, which suggests a self-terminating process as previously found for sexual imprinting."
"Social factors in bird-song development: Learning to sing with friends and rivals","https://scispace.com/paper/social-factors-in-bird-song-development-learning-to-sing-fdpl9my55c","2021","Journal Article","Learning & Behavior","Michael D. Beecher
Çağlar Akçay
Çağlar Akçay","10.3758/S13420-020-00441-6","","Laboratory studies have revealed that social factors are key in bird-song learning. Nevertheless, little is known about how or why birds choose the songs they do learn from the many they will hear under natural conditions. We focus on various theories concerning social song learning that have been offered to date, with special attention paid to two axes of social factors. First, does song learning occur via direct interaction of the young bird with song tutors, or via social eavesdropping by the young bird on interacting singers (social modeling of song)? Social modeling, a hypothesis first proposed by Pepperberg (Zeitschrift fur Tierpsychologie, 55(2), 139-160, 1981), and direct interaction are not mutually exclusive hypotheses, and the evidence we review suggests both play a role in song learning. Second, does song learning occur via interactions with rivals (territorial competitors) or with friends (mutually tolerant or even cooperative territorial neighbors). These are largely mutually exclusive hypotheses, and can really only be tested in the field. There is little evidence on this contrast to date. We review our recent study on song sparrows, which indicates that both the young bird and his primary tutor may benefit from song learning/tutoring. If this mutual benefit result is confirmed by further studies, we believe that song ""tutoring"" in these cases may be more than a term of convenience: that it may qualify as true teaching.","It is believed that song “tutoring” in these cases may be more than a term of convenience: that it may qualify as true teaching, and that both the young bird and his primary tutor may benefit from song learning/Tutoring."
"The Song Does Not Remain the Same","https://scispace.com/paper/the-song-does-not-remain-the-same-3z6rvp1k0z","2001","Journal Article","Science","Daniel Margoliash","10.1126/SCIENCE.1060338","","How do young birds learn to sing so eloquently? Two models--selectional and instructional--have emerged to explain vocal learning in song birds. In his Perspective,
 Margoliash
 describes an elegant series of experiments that have allowed the early stages of vocal learning in juvenile male zebra finches to be dissected (
 Tchernichovski
 et al.). As he explains, the trajectory of vocal development in songbirds contains several surprising twists including the fact that it may depend on both selectional and instructional processes.","An elegant series of experiments are described that have allowed the early stages of vocal learning in juvenile male zebra finches to be dissected, revealing the trajectory of vocal development in songbirds contains several surprising twists."
"Tracing development of song memory with fMRI in zebra finches after a second tutoring experience","https://scispace.com/paper/tracing-development-of-song-memory-with-fmri-in-zebra-3k8xbeg0","2023","Journal Article","Communications biology","Payal Arya
Stela P. Petkova
Praveen Kulkarni
Nancy H. Kolodny
Sharon M. H. Gobes","10.1038/s42003-023-04724-2","","Abstract Sensory experiences in early development shape higher cognitive functions such as language acquisition in humans and song learning in birds. Zebra finches ( Taeniopygia guttata ) sequentially exposed to two different song ‘tutors’ during the sensitive period in development are able to learn from their second tutor and eventually imitate aspects of his song, but the neural substrate involved in learning a second song is unknown. We used fMRI to examine neural activity associated with learning two songs sequentially. We found that acquisition of a second song changes lateralization of the auditory midbrain. Interestingly, activity in the caudolateral Nidopallium (NCL), a region adjacent to the secondary auditory cortex, was related to the fidelity of second-song imitation. These findings demonstrate that experience with a second tutor can permanently alter neural activity in brain regions involved in auditory perception and song learning. ","In this paper , the authors used fMRI to examine neural activity associated with learning two songs sequentially and found that acquisition of a second song changes lateralization of the auditory midbrain."
"Generative models of birdsong learning link circadian fluctuations in song variability to changes in performance","https://scispace.com/paper/generative-models-of-birdsong-learning-link-circadian-d0ktcn53","2023","Journal Article","PLOS Computational Biology","Samuel Brudner
John M. Pearson
Richard Mooney","10.1371/journal.pcbi.1011051","","Learning skilled behaviors requires intensive practice over days, months, or years. Behavioral hallmarks of practice include exploratory variation and long-term improvements, both of which can be impacted by circadian processes. During weeks of vocal practice, the juvenile male zebra finch transforms highly variable and simple song into a stable and precise copy of an adult tutor’s complex song. Song variability and performance in juvenile finches also exhibit circadian structure that could influence this long-term learning process. In fact, one influential study reported juvenile song regresses towards immature performance overnight, while another suggested a more complex pattern of overnight change. However, neither of these studies thoroughly examined how circadian patterns of variability may structure the production of more or less mature songs. Here we relate the circadian dynamics of song maturation to circadian patterns of song variation, leveraging a combination of data-driven approaches. In particular we analyze juvenile singing in learned feature space that supports both data-driven measures of song maturity and generative developmental models of song production. These models reveal that circadian fluctuations in variability lead to especially regressive morning variants even without overall overnight regression, and highlight the utility of data-driven generative models for untangling these contributions.","In this article , a combination of data-driven and generative approaches was used to analyze the behavior of a male zebra finch singing in a learned feature space, and the results showed that circadian fluctuations in variability lead to especially regressive morning variants even without overall overnight regression."
"Balanced imitation sustains song culture in zebra finches.","https://scispace.com/paper/balanced-imitation-sustains-song-culture-in-zebra-finches-q19dv35vhz","2021","Journal Article","Nature Communications","Ofer Tchernichovski
Sophie Eisenberg-Edidin
Sophie Eisenberg-Edidin
Erich D. Jarvis","10.1038/S41467-021-22852-3","","Songbirds acquire songs by imitation, as humans do speech. Although imitation should drive convergence within a group and divergence through drift between groups, zebra finch songs sustain high diversity within a colony, but mild variation across colonies. We investigated this phenomenon by analyzing vocal learning statistics in 160 tutor-pupil pairs from a large breeding colony. Song imitation is persistently accurate in some families, but poor in others. This is not attributed to genetic differences, as fostered pupils copied their tutors' songs as accurately or poorly as biological pupils. Rather, pupils of tutors with low song diversity make more improvisations compared to pupils of tutors with high song diversity. We suggest that a frequency dependent balanced imitation prevents extinction of rare song elements and overabundance of common ones, promoting repertoire diversity within groups, while constraining drift across groups, which together prevents the collapse of vocal culture into either complete uniformity or chaos.","In this article, the authors investigate the effect of frequency dependent balanced imitation on the performance of tutors and pupils in a large breeding colony of zebra finch song imitation and find that tutors with low song diversity make more improvisations compared to pupils with high song diversity."
"Song Learning in Cross-Fostered Zebra Finches: a Re-Examination of the Sensitive Phase","https://scispace.com/paper/song-learning-in-cross-fostered-zebra-finches-a-re-t0diu92scm","1987","Journal Article","Behaviour","Nicola S. Clayton","10.1163/156853986X00054","","Male zebra finches, Taeniopygia guttata, which have been normally-raised or cross-fostered to Bengalese finches, Lonchura striata, learn from a song tutor with whom they arc housed during the sensitive phase, between 35 to 70 days of age. If the tutor is a different species from the father or foster-father however, then the tendency to learn during this time is much less and some males will produce song heard before 35 days. None of the birds in this study learnt after 70 days, although some lost song elements or added improvised ones. These results suggests that specific types of experience influence when a young bird learns its song. It seems that exposure to ""poor"" song during the sensitive phase stimulates the bird to remember song heard previously and blocks further learning after this time. These results are compared with those obtained in imprinting studies.","It seems that exposure to ""poor"" song during the sensitive phase stimulates the bird to remember song heard previously and blocks further learning after this time, compared with those obtained in imprinting studies."
"Dynamics of the Vocal Imitation Process: How a Zebra Finch Learns Its Song","https://scispace.com/paper/dynamics-of-the-vocal-imitation-process-how-a-zebra-finch-5bhvv9gh5p","2001","Journal Article","Science","Ofer Tchernichovski
Partha P. Mitra
Thierry Lints
Fernando Nottebohm","10.1126/SCIENCE.1058522","","Song imitation in birds provides good material for studying the basic biology of vocal learning. Techniques were developed for inducing the rapid onset of song imitation in young zebra finches and for tracking trajectories of vocal change over a 7-week period until a match to a model song was achieved. Exposure to a model song induced the prompt generation of repeated structured sounds (prototypes) followed by a slow transition from repetitive to serial delivery of syllables. Tracking this transition revealed two phenomena: (i) Imitations of dissimilar sounds can emerge from successive renditions of the same prototype, and (ii) developmental trajectories for some sounds followed paths of increasing acoustic mismatch until an abrupt correction occurred by period doubling. These dynamics are likely to reflect underlying neural and articulatory constraints on the production and imitation of sounds.","Techniques were developed for inducing the rapid onset of song imitation in young zebra finches and for tracking trajectories of vocal change over a 7-week period until a match to a model song was achieved."
"Age-dependent song changes in a closed-ended vocal learner: elevation of song performance after song crystallization","https://scispace.com/paper/age-dependent-song-changes-in-a-closed-ended-vocal-learner-3d6a13s8im","2014","Journal Article","Journal of Avian Biology","Nao Ota
Masayo Soma","10.1111/JAV.00383","","Birdsong is a sexual signal that serves as an indicator of male quality. Th ere is already abundant evidence that song elaboration refl ects early life-history because early developmental stress aff ects neural development of song control systems, and leaves irreversible adverse eff ects on song phenotypes. Especially in closed-ended vocal learners, song features crystallized early in life are less subject to changes in adulthood. Th is is why less attention has been paid to lifelong song changes in closed-ended learners. However, in the eyes of female birds that gain benefi ts from choosing mates based on male songs, not only past but also current conditions encoded in songs would be meaningful, given that even crystallized songs in closed-ended learners would not be identical in the long term. In this study, we examine within-individual song changes in the Java sparrow Lonchura oryzivora , with the aim of shedding light on the relationship between song and long-term life history. Specifi cally, we compared song length, tempo, and song complexity measures between the point just after song crystallization and around 1 yr later, and also compared those traits between fathers and sons to clarify the eff ect of vocal learning. While it is not surprising that song complexity did not diff er depending on age or between fathers and sons, we found that song length and tempo increased with age. Follow-up analyses have revealed that frequency bandwidth and peak frequency of song notes also elevated with age. Our results show that song performance related to motor skills can be improved even after song crystallization. We also suggest that song performance in closedended vocal learners gives a reliable clue for mate choice by refl ecting male quality with aging.","It is found that song length and tempo increased with age, and song performance related to motor skills can be improved even after song crystallization, and it is suggested that song performance in closedended vocal learners gives a reliable clue for mate choice by refl ecting male quality with aging."
"Is Quantity of Song Type Use in Adult Birds Related to Singing During Development","https://scispace.com/paper/is-quantity-of-song-type-use-in-adult-birds-related-to-1wdgcy7le2","2003","Journal Article","Behaviour","Nicole Geberzahn","10.1163/156853903322149450","","Songbirds with large vocal repertoires often show individually distinct profiles in the quantity of using their different song types. Factors involved in determining how often a song type is used have been identified in the social domain, e.g. the singing routines of territorial neighbours. In this study, I investigated the role of song development in the formation of individual performance profiles. I examined whether and how the amount of motor practice during vocal ontogeny would account for profiles of song type use in the adult singing. The study was carried out on hand-reared nightingales (Luscinia megarhynchos) which are particularly appropriate subjects for this kind of approach. A clear positive relationship was discovered between the ontogenetic 'age' of imitations (i.e. time of emergence) and the performance rate of these song patterns. Also time of emergence played a role in whether song patterns were discarded from the adult repertoire. I assume that vocal practice plays a role in selectively consolidating song type memories, whose respective strengths then contribute to differential performance observed in the adult birds.","A clear positive relationship was discovered between the ontogenetic 'age' of imitations and the performance rate of these song patterns, and time of emergence played a role in whether song patterns were discarded from the adult repertoire."
"The Temporal Organization of Learned Vocal Behavior is Predicted by Species Rather Than Experience.","https://scispace.com/paper/the-temporal-organization-of-learned-vocal-behavior-is-u8mbgao3jbhk","","","","Jacob Aaron Edwards
Moises Rivera
Sarah Margaret Nicolay Woolley","10.1523/jneurosci.0576-24.2025","","Birdsong is hierarchically organized in time, like speech and other communication behaviors. Syllables are produced in sequences to form song motifs and bouts. While syllables are copied from tutors, the factors that determine song temporal organization, including syllable sequencing (syntax), are unknown. Here, we tested the roles of learning and species genetics in song organization. We manipulated juvenile song experience and genetics in three species of estrildid finches (zebra finches: Taeniopygia guttata castanotis; long-tailed finches: Poephila acuticauda; Bengalese finches: Lonchura striata var. domestica). We analyzed the adult songs of male birds that were: 1) tutored by conspecifics; 2) untutored; 3) tutored by heterospecifics; and 4) genetic hybrids. Song macrostructure, syllable sequencing, and syllable timing were quantified and compared within and across species. Results showed that song organization was consistent within a species and differed across species, regardless of experience. Temporal features did not differ between tutored and untutored birds of the same species. The songs of birds tutored by other species were composed of heterospecific syllables produced in sequences typical of conspecific song. The songs of genetic hybrids showed the organization of both parental species, despite the fact that only males sing. Results indicate that song organization is predicted by species rather than experience.Significance statement Like speech, birdsong is a complex and learned behavior that is hierarchically organized in time. Previous work suggests that species identity influences song temporal organization. We tested the roles of genetics and learning in song organization in three songbird species and genetic hybrids. Birds were either tutored, untutored, or tutored by another species. Results showed that song organization was consistent within a species and differed across species, regardless of experience. Our findings suggest that the organization of behavioral sequences is shaped by both genes and experience, with the influence of experience acting at the level of units in a sequence and the influence of species genetics acting at the level of sequence organization.","This study investigates the temporal organization of birdsong in three finch species, finding that song organization is consistent within a species and differs across species, regardless of learning experience, suggesting a genetic influence on song syntax."
"Song tutoring in presinging zebra finch juveniles biases a small population of higher-order song-selective neurons toward the tutor song","https://scispace.com/paper/song-tutoring-in-presinging-zebra-finch-juveniles-biases-a-427ksvovik","2012","Journal Article","Journal of Neurophysiology","Patrice Adret
C. Daniel Meliza
Daniel Margoliash","10.1152/JN.00905.2011","","We explored physiological changes correlated with song tutoring by recording the responses of caudal nidopallium neurons of zebra finches aged P21–P24 (days post hatching) to a broad spectrum of na...","It is hypothesize that a small population of higher-order auditory neurons is innately selective for complex features of behaviorally relevant stimuli and these responses are modified by specific perceptual/social experience during development."
"Babbling opens the sensory phase for imitative vocal learning.","https://scispace.com/paper/babbling-opens-the-sensory-phase-for-imitative-vocal-tlxe9ilwuf","2024","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Albertine Leitão
M. Gahr","10.1073/pnas.2312323121","","Zebra finches, a species of songbirds, learn to sing by creating an auditory template through the memorization of model songs (sensory learning phase) and subsequently translating these perceptual memories into motor skills (sensorimotor learning phase). It has been traditionally believed that babbling in juvenile birds initiates the sensorimotor phase while the sensory phase of song learning precedes the onset of babbling. However, our findings challenge this notion by demonstrating that testosterone-induced premature babbling actually triggers the onset of the sensory learning phase instead. We reveal that juvenile birds must engage in babbling and self-listening to acquire the tutor song as the template. Notably, the sensory learning of the template in songbirds requires motor vocal activity, reflecting the observation that prelinguistic babbling in humans plays a crucial role in auditory learning for language acquisition.","It is shown that testosterone-induced premature babbling actually triggers the onset of the sensory learning phase instead of the sensorimotor phase, and it is revealed that juvenile birds must engage in babbling and self-listening to acquire the tutor song as the template."
"Statistical learning in songbirds: From self-tutoring to song culture","https://scispace.com/paper/statistical-learning-in-songbirds-from-self-tutoring-to-song-2deua5fr9q","2017","Journal Article","Philosophical Transactions of the Royal Society B","Olga Feher
Iva Ljubičić
Kenta Suzuki
Kazuo Okanoya
Ofer Tchernichovski
Ofer Tchernichovski","10.1098/RSTB.2016.0053","","At the onset of vocal development, both songbirds and humans produce variable vocal babbling with broadly distributed acoustic features. Over development, these vocalizations differentiate into the well-defined, categorical signals that characterize adult vocal behaviour. A broadly distributed signal is ideal for vocal exploration, that is, for matching vocal production to the statistics of the sensory input. The developmental transition to categorical signals is a gradual process during which the vocal output becomes differentiated and stable. But does it require categorical input? We trained juvenile zebra finches with playbacks of their own developing song, produced just a few moments earlier, updated continuously over development. Although the vocalizations of these self-tutored (ST) birds were initially broadly distributed, birds quickly developed categorical signals, as fast as birds that were trained with a categorical, adult song template. By contrast, siblings of those birds that received no training (isolates) developed phonological categories much more slowly and never reached the same level of category differentiation as their ST brothers. Therefore, instead of simply mirroring the statistical properties of their sensory input, songbirds actively transform it into distinct categories. We suggest that the early self-generation of phonological categories facilitates the establishment of vocal culture by making the song easier to transmit at the micro level, while promoting stability of shared vocabulary at the group level over generations.This article is part of the themed issue 'New frontiers for statistical learning in the cognitive sciences'.","It is suggested that the early self-generation of phonological categories facilitates the establishment of vocal culture by making the song easier to transmit at the micro level, while promoting stability of shared vocabulary at the group level over generations."
"How vocal temporal parameters develop: a comparative study between humans and songbirds, two distantly related vocal learners","https://scispace.com/paper/how-vocal-temporal-parameters-develop-a-comparative-study-47p89lkkep","2021","Journal Article","Journal of Language Evolution","Miki Takahasi
Kazuo Okanoya
Reiko Mazuka","10.1093/JOLE/LZAA008","","\n Human infants acquire motor patterns for speech during the first several years of their lives. Sequential vocalizations such as human speech are complex behaviors, and the ability to learn new vocalizations is limited to only a few animal species. Vocalizations are generated through the coordination of three types of organs: namely, vocal, respiratory, and articulatory organs. Moreover, sophisticated temporal respiratory control might be necessary for sequential vocalization involving human speech. However, it remains unknown how coordination develops in human infants and if this developmental process is shared with other vocal learners. To answer these questions, we analyzed temporal parameters of sequential vocalizations during the first year in human infants and compared these developmental changes to song development in the Bengalese finch, another vocal learner. In human infants, early cry was also analyzed as an innate sequential vocalization. The following three temporal parameters of sequential vocalizations were measured: note duration (ND), inter-onset interval, and inter-note interval (INI). The results showed that both human infants and Bengalese finches had longer INIs than ND in the early phase. Gradually, the INI and ND converged to a similar range throughout development. While ND increased until 6 months of age in infants, the INI decreased up to 60 days posthatching in finches. Regarding infant cry, ND and INI were within similar ranges, but the INI was more stable in length than ND. In sequential vocalizations, temporal parameters developed early with subsequent articulatory stabilization in both vocal learners. However, this developmental change was accomplished in a species-specific manner. These findings could provide important insights into our understanding of the evolution of vocal learning.","In this article, the authors analyzed temporal parameters of sequential vocalizations during the first year in human infants and compared these developmental changes to song development in the Bengalese finch, another vocal learner."
"Development and adult phase plasticity of syllable repetitions in the birdsong of captive zebra finches (Taeniopygia guttata).","https://scispace.com/paper/development-and-adult-phase-plasticity-of-syllable-5a635uh8uw","2003","Journal Article","Behavioral Neuroscience","Santosh A. Helekar
G. G. Espino
A. Botas
David B. Rosenfield","10.1037/0735-7044.117.5.939","","Oscines learn their birdsongs from tutors. The authors found that a small fraction (approximately 7%) of captive male zebra finches (Taeniopygia guttata) produce variant acoustic birdsong profiles consisting of repetitions of single song syllables at high frequencies. Juvenile offspring of nonrepeaters can selectively learn the syntactic rule or habit of repeating syllables from repeaters. Adult tutored syllable repeaters, unlike spontaneous repeaters, undergo a form of song plasticity involving progressive reduction of the mean number and variance of repeated syllables as a function of long-term exposure to nonrepeater songs without altering the number or sequence of syllables within motifs. These findings suggest that aspects of song syntax or temporal frame can be acquired independently of song syllable or spectral content, and plasticity involving restorative alteration of acquired variant temporal frames can occur after the closure of the critical period for song learning.","It is found that a small fraction of captive male zebra finches (Taeniopygia guttata) produce variant acoustic birdsong profiles consisting of repetitions of single song syllables at high frequencies, suggesting that aspects of song syntax or temporal frame can be acquired independently of song syllable or spectral content."
