"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Object Recognition’s Garden Path: Low Spatial Frequencies","https://scispace.com/paper/object-recognition-s-garden-path-low-spatial-frequencies-8qn9qj1u9g","2020","Posted Content","","John Rohrlich
Tsung-Ren Huang
Tom E Hazy
Randall C. O'Reilly","10.31234/OSF.IO/J45FB","https://scispace.com/pdf/object-recognition-s-garden-path-low-spatial-frequencies-8qn9qj1u9g.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on low‑pass filtered images and delayed recognition; no Mooney images, learning, contrast thresholds, hysteresis, pop‑out, bistability, or individual‑subject psychophysics reported.","Several experiments, notably one done by Bruner and Potter (1964), have demonstrated delayed object recognition when viewing a blurred image gradually come into focus. Bruner and Potter (1964) suggested that the wrong answer is held until there is an obvious contradiction. Others have hypothesized that “competitive activation” is responsible for delayed recognition. The results of the experiments reported in this paper are consistent with a third hypothesis, that delayed recognition is due to an initial organization of image elements that is incompatible with correct recognition and that the initial grouping and figure-ground perception, among other aspects of organization, drive subsequent perception via top-down cortical pathways. A total of 7 experiments using 3 forms of degradation supported this hypothesis. Images degraded by low-pass filtering produced significant delay in recognition, while degradation by fragmentation did not, and a third form of degradation similar to fragmentation mitigated the effect. The experiments also demonstrate that if images are low-pass filtered delayed recognition occurs with presentations of as little as 100 ms and early presentations lead to delayed recognition over long intertrial intervals, at least 105 seconds. Further, support for the hypothesis that top-down cortical influence is key to this phenomenon came from an experiment showing that masking eliminates delayed recognition for short presentations. Taken together these results support a hypothesis that delayed recognition is due to errors in perceptual organization that lead to incorrect responses and these errors are fostered by low spatial frequencies.",""
"Unifying low-level mechanistic and high-level Bayesian explanations of bistable perceptions: neuronal adaptation for cortical inference","https://scispace.com/paper/unifying-low-level-mechanistic-and-high-level-bayesian-2zwby07tzw","2011","Journal Article","BMC Neuroscience","David P. Reichert
Peggy Seriès
Amos Storkey","10.1186/1471-2202-12-S1-P320","https://scispace.com/pdf/unifying-low-level-mechanistic-and-high-level-bayesian-2zwby07tzw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on neuronal adaptation and DBM sampling for Necker cube bistability; no Mooney images, thresholds, hysteresis measurements, pop‑out effects, or individual psychophysical data.","Ambiguous images such as the Necker cube evoke bistable perceptions in observers, where the conscious percept alternates between the two possible image interpretations. One classic explanation is that mechanisms like neuronal adaptation underlie the switching phenomenon [1]. On the other hand, one possible high-level explanation [2] is that in performing Bayesian inference, the brain might explore the multimodal posterior distribution over possible image interpretations. For example, sampling from a bimodal distribution could explain the perceptual switching [2], and probabilistic sampling might be a general principle underlying cortical inference [3]. In this computational study of bistable perceptions, we show that both views can be combined: Neuronal adaptation such as changes of neuronal excitability and synaptic depression can be understood to improve the sampling algorithm the brain might perform.

We use Deep Boltzmann Machines (DBMs) as models of cortical processing [4]. DBMs are hierarchal probabilistic neural networks that learn to generate or predict the data they are trained on. For doing inference, one can utilize Markov chain Monte Carlo methods such as Gibbs-sampling, corresponding to the model's neurons switching on stochastically. The model then performs a random walk in state space, exploring the various learned interpretations of an image, thus potentially explaining bistable perceptions (cf. [5]). However, in machine learning one often finds that exploring multi-modal posterior distributions in high-dimensional spaces can be problematic, as models can get stuck in individual modes ('the Markov chain does not mix'). Very recent machine learning work [6,7] has devised a class of methods that alleviate this issue by dynamically changing the model parameters, the connection strengths, during sampling. Interestingly, Welling [6] suggested a potential connection to dynamic synapses in biology.

Here, we make this connection explicit. Using a DBM model that has learned to represent toy images of unambiguous cubes, we show how a sampling algorithm similar to [7] can be understood as modeling dynamic changes to neuronal excitability and synaptic strength, making it possible to switch more easily between modes of the posterior distribution, i.e. the two likely interpretations of the ambiguous Necker cube. Unlike [2], who design an ad-hoc abstract inference process, our approach is based on a concrete hierarchical neural network that has learned to represent the images, and utilizes canonical inference methods, with the additional twist of relating the latter to neuronal adaptation. We also make different hypotheses than [2] w.r.t. where in the brain the perceptual switch is realized (namely, gradually throughout the visual hierarchy) and how probability distributions are represented (one sample at a time). Our study naturally follows up on our earlier work [4], where we showed how similar, homeostatic mechanisms on a slower timescale can cause hallucinations. As a final contribution, we demonstrate how spatial attention directed to specific features of the Necker cube can influence the perceptual switching [8].",""
"On Photometric Issues in 3D Visual Recognition from aSingle 2D Image","https://scispace.com/paper/on-photometric-issues-in-3d-visual-recognition-from-asingle-4cwmszky40","1997","Journal Article","International Journal of Computer Vision","Amnon Shashua","10.1023/A:1007975506780","https://scispace.com/pdf/on-photometric-issues-in-3d-visual-recognition-from-asingle-4cwmszky40.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper discusses photometric alignment and sign‑bits for 3D recognition; Mooney images are only mentioned hypothetically, with no psychophysical experiments, thresholds, hysteresis, or subject‑level data.","We describe the problem of recognition under changing illumination conditions and changing viewing positions from a computational and human vision perspective. On the computational side we focus on the mathematical problems of creating an equivalence class for images of the same 3D object undergoing certain groups of transformations—mostly those due to changing illumination, and briefly discuss those due to changing viewing positions. The computational treatment culminates in proposing a simple scheme for recognizing, via alignment, an image of a familiar object taken from a novel viewing position and a novel illumination condition. On the human vision aspect, the paper is motivated by empirical evidence inspired by Mooney images of faces that suggest a relatively high level of visual processing is involved in compensating for photometric sources of variability, and furthermore, that certain limitations on the admissible representations of image information may exist. The psychophysical observations and the computational results that follow agree in several important respects, such as the same (apparent) limitations on image representations.",""
"Dynamics of neuronal sensitivity in visual cortex and local feature discrimination","https://scispace.com/paper/dynamics-of-neuronal-sensitivity-in-visual-cortex-and-local-1vvbur57yk","2002","Journal Article","Nature Neuroscience","Valentin Dragoi
Jitendra Sharma
Earl K. Miller
Mriganka Sur","10.1038/NN900","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper studies orientation adaptation in V1, not Mooney images, contrast thresholds, hysteresis, pop‑out, bistable perception, or individual‑subject psychophysics.","A striking aspect of natural scenes is that image features such as line orientation are strongly correlated at neighboring spatial locations but not at distant locations. Thus, during the viewing of a scene, eye movements are often accompanied by a change in the orientation structure of the image. How does this behavior influence the discrimination of local features and their encoding by visual cortical neurons? Here we examined the perceived changes in orientation induced by brief exposure to oriented image patterns in monkeys and humans, and then used reverse correlation to investigate dynamic changes in neuronal sensitivity in the primary visual cortex (V1) of behaving monkeys. Whereas brief adaptation to an oriented grating impaired identification of nearby orientations by broadening orientation selectivity and changing the preferred orientation of individual V1 neurons, it actually enhanced the identification of orthogonal orientations by sharpening neuronal selectivity. Hence, successive exposure to image patches of dissimilar spatial structure enhances both the ability to discriminate local features and the encoding of these features by V1 neurons.",""
"Neural mechanisms of human perceptual learning: electrophysiological evidence for a two-stage process.","https://scispace.com/paper/neural-mechanisms-of-human-perceptual-learning-48aa811x08","2011","Journal Article","PLOS ONE","Carlos M. Hamamé
Diego Cosmelli
Rodrigo Henríquez
Francisco Aboitiz","10.1371/JOURNAL.PONE.0019221","https://scispace.com/pdf/neural-mechanisms-of-human-perceptual-learning-48aa811x08.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Study examines orientation‑based perceptual learning with ERP measures; no Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or subject‑by‑subject psychophysical data.","Background 
Humans and other animals change the way they perceive the world due to experience. This process has been labeled as perceptual learning, and implies that adult nervous systems can adaptively modify the way in which they process sensory stimulation. However, the mechanisms by which the brain modifies this capacity have not been sufficiently analyzed.


Methodology/Principal Findings 
We studied the neural mechanisms of human perceptual learning by combining electroencephalographic (EEG) recordings of brain activity and the assessment of psychophysical performance during training in a visual search task. All participants improved their perceptual performance as reflected by an increase in sensitivity (d') and a decrease in reaction time. The EEG signal was acquired throughout the entire experiment revealing amplitude increments, specific and unspecific to the trained stimulus, in event-related potential (ERP) components N2pc and P3 respectively. P3 unspecific modification can be related to context or task-based learning, while N2pc may be reflecting a more specific attentional-related boosting of target detection. Moreover, bell and U-shaped profiles of oscillatory brain activity in gamma (30–60 Hz) and alpha (8–14 Hz) frequency bands may suggest the existence of two phases for learning acquisition, which can be understood as distinctive optimization mechanisms in stimulus processing.


Conclusions/Significance 
We conclude that there are reorganizations in several neural processes that contribute differently to perceptual learning in a visual search task. We propose an integrative model of neural activity reorganization, whereby perceptual learning takes place as a two-stage phenomenon including perceptual, attentional and contextual processes.",""
"Early interactions between neuronal adaptation and voluntary control determine perceptual choices in bistable vision.","https://scispace.com/paper/early-interactions-between-neuronal-adaptation-and-voluntary-528ekg0ll7","2008","Journal Article","Journal of Vision","P. C. Klink
R. van Ee
M. M. Nijs
G.J. Brouwer
André J. Noest
R.J.A. van Wezel","10.1167/8.5.16","https://scispace.com/pdf/early-interactions-between-neuronal-adaptation-and-voluntary-528ekg0ll7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses bistable vision paradigm to show timing‑dependent perceptual reversals and top‑down control; does not involve Mooney images, contrast thresholds, or pop‑out effects, and lacks individual‑subject data.","At the onset of bistable stimuli, the brain needs to choose which of the competing perceptual interpretations will first reach awareness. Stimulus manipulations and cognitive control both influence this choice process, but the underlying mechanisms and interactions remain poorly understood. Using intermittent presentation of bistable visual stimuli, we demonstrate that short interruptions cause perceptual reversals upon the next presentation, whereas longer interstimulus intervals stabilize the percept. Top-down voluntary control biases this process but does not override the timing dependencies. Extending a recently introduced low-level neural model, we demonstrate that percept-choice dynamics in bistable vision can be fully understood with interactions in early neural processing stages. Our model includes adaptive neural processing preceding a rivalry resolution stage with cross-inhibition, adaptation, and an interaction of the adaptation levels with a neural baseline. Most importantly, our findings suggest that top-down attentional control over bistable stimuli interacts with low-level mechanisms at early levels of sensory processing before perceptual conflicts are resolved and perceptual choices about bistable stimuli are made.",""
"Geometry and Photometry in 3D Visual Recognition","https://scispace.com/paper/geometry-and-photometry-in-3d-visual-recognition-4f7gy03ii7","1992","Report","","Amnon Shashua","10.21236/ADA259443","https://scispace.com/pdf/geometry-and-photometry-in-3d-visual-recognition-4f7gy03ii7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses Mooney images only in speculative context; provides no experiments, thresholds, hysteresis, pop‑out, or subject‑level data.","The report addresses the problem of visual recognition under two sources of variability: geometric and photometric. The geometric deals with the relation between 3D objects and their views under orthographic and perspective projection. The photometric deals with the relation between 3D matte objects and their images under changing illumination conditions. Taken together, an alignment-based method is presented for recognizing objects viewed from arbitrary viewing positions and illuminated by arbitrary settings of light sources.",""
"Vagueness and Order Effects in Color Categorization","https://scispace.com/paper/vagueness-and-order-effects-in-color-categorization-m0fmlqv2kn","2013","Journal Article","Journal of Logic, Language and Information","Paul Egré
Vincent de Gardelle
David Ripley","10.1007/S10849-013-9183-7","https://scispace.com/pdf/vagueness-and-order-effects-in-color-categorization-m0fmlqv2kn.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies color categorization hysteresis, not Mooney images; no contrast thresholds, pop‑out, bistable perception, or individual‑subject Mooney data reported.","This paper proposes an experimental investigation of the use of vague predicates in dynamic sorites. We present the results of two studies in which subjects had to categorize colored squares at the borderline between two color categories (Green vs. Blue, Yellow vs. Orange). Our main aim was to probe for hysteresis in the ordered transitions between the respective colors, namely for the longer persistence of the initial category. Our main finding is a reverse phenomenon of enhanced contrast (i.e. negative hysteresis), present in two different tasks, a comparative task involving two color names, and a yes/no task involving a single color name, but not found in a corresponding color matching task. We propose an optimality-theoretic explanation of this effect in terms of the strict-tolerant framework of Cobreros et al. (J Philos Log 1---39, 2012), in which borderline cases are characterized in a dual manner in terms of overlap between tolerant extensions, and underlap between strict extensions.",""
"Segregation by onset asynchrony.","https://scispace.com/paper/segregation-by-onset-asynchrony-27pjzstkyg","2008","Journal Article","Journal of Vision","Peter J. B. Hancock
Laura Walton
Gordon Mitchell
Yvonne Plenderleith
William A. Phillips
William A. Phillips","10.1167/8.7.21","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies figure‑ground segregation via onset asynchrony of Gabor arrays; does not involve Mooney images, contrast thresholds, hysteresis, pop‑out effects, or detailed individual subject data.","We describe a simple psychophysical paradigm for studying figure-ground segregation by onset asynchrony. Two pseudorandom arrays of Gabor patches are displayed, to left and right of fixation. Within one array, a subset of elements form a figure, such as a randomly curving path, that can only be reliably detected when their onset is not synchronized with that of the background elements. Several findings are reported. First, for most participants, segregation required an onset asynchrony of 20-40 ms. Second, detection was no better when the figure was presented first, and thus by itself, than when the background elements were presented first, even though in the latter case the figure could not be detected in either of the two successive displays alone. Third, asynchrony segregated subsets of randomly oriented elements equally well. Fourth, asynchronous onsets aligned with the path could be discriminated from those lying on the path but not aligned with it. Fifth, both transient and sustained neural activity contribute to detection. We argue that these findings are compatible with neural signaling by synchronized rate codes. Finally, schizophrenic disorganization is associated with reduced sensitivity. Thus, in addition to bearing upon basic theoretical issues, this paradigm may have clinical utility.",""
"Stimulus-Specific Individual Differences in Holistic Perception of Mooney Faces.","https://scispace.com/paper/stimulus-specific-individual-differences-in-holistic-uwbuyw5lh1","2020","Journal Article","Frontiers in Psychology","Teresa Canas-Bajo
David Whitney
David Whitney","10.3389/FPSYG.2020.585921","https://scispace.com/pdf/stimulus-specific-individual-differences-in-holistic-uwbuyw5lh1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Mooney faces to examine holistic perception differences; reports individual variability but lacks learning, threshold, hysteresis, or pop‑out analyses.","Humans perceive faces holistically rather than as a set of separate features. Previous work demonstrates that some individuals are better at this holistic type of processing than others. Here, we show that there are unique individual differences in holistic processing of specific Mooney faces. We operationalized the increased difficulty of recognizing a face when inverted compared to upright as a measure of the degree to which individual Mooney faces were processed holistically by individual observers. Our results show that Mooney faces vary considerably in the extent to which they tap into holistic processing; some Mooney faces require holistic processing more than others. Importantly, there is little between-subject agreement about which faces are processed holistically; specific faces that are processed holistically by one observer are not by other observers. Essentially, what counts as holistic for one person is unique to that particular observer. Interestingly, we found that the per-face, per-observer differences in face discrimination only occurred for harder Mooney faces that required relatively more holistic processing. These findings suggest that holistic processing of hard Mooney faces depends on a particular observer's experience whereas processing of easier, cartoon-like Mooney faces can proceed universally for everyone. Future work using Mooney faces in perception research should take these stimulus-specific individual differences into account to best isolate holistic processing.",""
"Activations in Visual and Attention-Related Areas Predict and Correlate with the Degree of Perceptual Learning","https://scispace.com/paper/activations-in-visual-and-attention-related-areas-predict-485864kams","2007","Journal Article","The Journal of Neuroscience","Ikuko Mukai
David H. Kim
Masaki Fukunaga
Shruti Japee
Sean Marrett
Leslie G. Ungerleider","10.1523/JNEUROSCI.3002-07.2007","https://scispace.com/pdf/activations-in-visual-and-attention-related-areas-predict-485864kams.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies contrast‑based grating learning, not Mooney images; lacks hysteresis, pop‑out, bistable analysis, and individual‑subject threshold reporting.","Repeated experience with a visual stimulus can result in improved perception of the stimulus, i.e., perceptual learning. To understand the underlying neural mechanisms of this process, we used functional magnetic resonance imaging to track brain activations during the course of training on a contrast discrimination task. Based on their ability to improve on the task within a single scan session, subjects were separated into two groups: “learners” and “nonlearners.” As learning progressed, learners showed progressively reduced activation in both visual cortex, including Brodmann's areas 18 and 19 and the fusiform gyrus, and several cortical regions associated with the attentional network, namely, the intraparietal sulcus (IPS), frontal eye field (FEF), and supplementary eye field. Among learners, the decrease in brain activations in these regions was highly correlated with the magnitude of performance improvement. Unlike learners, nonlearners showed no changes in brain activations during training. Learners showed stronger activation than nonlearners during the initial period of training in all these brain regions, indicating that one could predict from the initial activation level who would learn and who would not. In addition, over the course of training, the functional connectivity between IPS and FEF in the right hemisphere with early visual areas was stronger for learners than nonlearners. We speculate that sharpened tuning of neuronal representations may cause reduced activation in visual cortex during perceptual learning and that attention may facilitate this process through an interaction of attention-related and visual cortical regions.",""
"Partial Position Transfer in Categorical Perceptual Learning","https://scispace.com/paper/partial-position-transfer-in-categorical-perceptual-learning-1pz94760og","2009","","","Alexander Gerganov
Robert L. Goldstone
Maurice Grinberg","","https://scispace.com/pdf/partial-position-transfer-in-categorical-perceptual-learning-1pz94760og.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on categorical learning and translation invariance; no Mooney images, contrast thresholds, hysteresis, pop‑out, bistable perception, or individual‑subject psychophysics reported.","Partial Position Transfer in Categorical Perceptual Learning Alexander Gerganov (agerganov@cogs.nbu.bg) Department of Cognitive Science and Psychology, New Bulgarian University 21 Montevideo St., 1618 Sofia, Bulgaria Maurice Grinberg (mgrinberg@nbu.bg) Department of Cognitive Science and Psychology, New Bulgarian University 21 Montevideo St., 1618 Sofia, Bulgaria Robert L. Goldstone (rgoldsto@indiana.edu) Department of Psychological and Brain Sciences, Indiana University 1101 East Tenth Street, Bloomington, IN 47405 USA Karni & Sagi, 1991) . Another position is that only the Abstract Two experiments are reported. The first shows incomplete transfer of explicit categorical learning at a distance of 4.5 degrees of visual angle and the second is a control experiment with a non-learning task. The results suggest that some early visual plasticity takes place even in a simple, explicit categorical learning task. We claim that perceptual learning is a much more common phenomenon than believed before and that it plays an important role in everyday tasks including higher-level learning. Keywords: perceptual learning; categorization; translation invariance Introduction Perceptual learning is often defined as performance improvement in simple discrimination tasks that involve neural structures dedicated to low-level perceptual processing. For the visual modality such tasks are Vernier discrimination, line orientation discrimination, and simple pattern recognition. Due to the nature of these tasks, participants rarely report any explicit strategy change over the course of improvement, thus perceptual learning is considered to be implicit. The assumption for implicitness of perceptual learning, however, is more or less intuitive and presumed on the basis of the specific nature of the learning tasks that are used. In real life pattern recognition, line discrimination and other similar visual tasks are usually small parts of more complex cognitive tasks like categorization for example. Categorization is a versatile task that spans perceptual tasks such as identification and segmentation as well as higher-level reasoning and cognitive strategies. As such, categorization is a good task to investigate what is the role of perceptual learning in a complex task in which explicitness, complexity and other parameters can be varied so that we can better understand the interaction between perceptual and conceptual processes. A point of disagreement among researchers is the exact locus of perceptual learning. One view is that perceptual learning results from long-lasting changes that occur at a relatively early stage in information processing from sensory registration to decision making ( e.g. Fahle, 1997; projections from the low perceptual level to higher cognitive levels change in the course of learning, with the early visual representations remaining constant ( Dosher & Lu, 1999 ). One reason for this debate is that different tasks lead to results that contradict each other. Another reason, however, could be that the notions of “low-level perception” or “higher-level decision making” are seldom grounded in real brain structures. For vision, where the sensory pathways are relatively well understood, any theory or model about low- level perception could attempt to relate directly to concrete structures like V1, V4, inferotemporal cortex, etc. Experimental evidence for the functions of these structures comes from neurophysiological as well as behavioral studies. The translation invariance paradigm supplies a behavioral approach to testing the particular level of neural structures involved in a perceptual learning task (Notman, Sowden & Ozgen, 2005; Sowden, Rose & Davies, 2002). Translation invariance– theoretical rationale The translation invariance paradigm is based on our contemporary knowledge about the visual pathways and the cellular structures involved in early visual information processing. The receptive fields of neurons in the visual pathways vary in size with the tendency to become larger in the higher visual areas (see Figure 1). Anterior inferotemporal (≈20 о diameter) Posterior inferotemporal (≈10 о diameter) V4 V2 V1 (≈1 о diameter) Figure 1: Receptive field size of neurons found in different parts of the visual pathways (not drawn to scale)",""
"Perceptual Learning Reconfigures the Effects of Visual Adaptation","https://scispace.com/paper/perceptual-learning-reconfigures-the-effects-of-visual-1w0g117axv","2012","Journal Article","The Journal of Neuroscience","David P. McGovern
Neil W. Roach
Ben S. Webb","10.1523/JNEUROSCI.1363-12.2012","https://www.jneurosci.org/content/jneuro/32/39/13621.full.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on adaptation‑learning interaction with oriented gratings; no Mooney images, contrast hysteresis, pop‑out, bistability, or subject‑level thresholds reported.","Our sensory experiences over a range of different timescales shape our perception of the environment. Two particularly striking short-term forms of plasticity with manifestly different time courses and perceptual consequences are those caused by visual adaptation and perceptual learning. Although conventionally treated as distinct forms of experience-dependent plasticity, their neural mechanisms and perceptual consequences have become increasingly blurred, raising the possibility that they might interact. To optimize our chances of finding a functionally meaningful interaction between learning and adaptation, we examined in humans the perceptual consequences of learning a fine discrimination task while adapting the neurons that carry most information for performing this task. Learning improved discriminative accuracy to a level that ultimately surpassed that in an unadapted state. This remarkable improvement came at a price: adapting directions that before learning had little effect elevated discrimination thresholds afterward. The improvements in discriminative accuracy grew quickly and surpassed unadapted levels within the first few training sessions, whereas the deterioration in discriminative accuracy had a different time course. This learned reconfiguration of adapted discriminative accuracy occurred without a concomitant change to the characteristic perceptual biases induced by adaptation, suggesting that the system was still in an adapted state. Our results point to a functionally meaningful push–pull interaction between learning and adaptation in which a gain in sensitivity in one adapted state is balanced by a loss of sensitivity in other adapted states.",""
"What Takes the Brain So Long: Object Recognition at the Level of Minimal Images Develops for Up to Seconds of Presentation Time","https://scispace.com/paper/what-takes-the-brain-so-long-object-recognition-at-the-level-geb0va5j9qxa","","","","Hanna Benoni
Daniel Harari
Shimon Ullman","10.48550/arxiv.2006.05249","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies minimal recognizable images over varied exposure times; no Mooney images, learning, contrast thresholds, hysteresis, pop‑out, bistability, or individual‑subject psychophysics reported.","Rich empirical evidence has shown that visual object recognition in the brain is fast and effortless, with relevant brain signals reported to start as early as 80 ms. Here we study the time trajectory of the recognition process at the level of minimal recognizable images (termed MIRC). These are images that can be recognized reliably, but in which a minute change of the image (reduction by either size or resolution) has a drastic effect on recognition. Subjects were assigned to one of nine exposure conditions: 200, 500, 1000, 2000 ms with or without masking, as well as unlimited time. The subjects were not limited in time to respond after presentation. The results show that in the masked conditions, recognition rates develop gradually over an extended period, e.g. average of 18% for 200 ms exposure and 45% for 500 ms, increasing significantly with longer exposure even above 2 secs. When presented for unlimited time (until response), MIRC recognition rates were equivalent to the rates of full-object images presented for 50 ms followed by masking. What takes the brain so long to recognize such images? We discuss why processes involving eye-movements, perceptual decision-making and pattern completion are unlikely explanations. Alternatively, we hypothesize that MIRC recognition requires an extended top-down process complementing the feed-forward phase.",""
"Measuring perceptual hysteresis with the modified method of limits: dynamics at the threshold.","https://scispace.com/paper/measuring-perceptual-hysteresis-with-the-modified-method-of-3hjifzzxmq","2010","Journal Article","Seeing and Perceiving","Howard S. Hock
Gregor Schöner","10.1163/187847510X503597","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generic perceptual hysteresis using modified limits; no Mooney images, contrast thresholds, pop‑out, bistability, or individual‑subject data reported.","This article describes modifications to the psychophysical method of limits that eliminate artifacts associated with the classical method, and thereby indicate whether or not there is perceptual hysteresis. Such hysteresis effects, which are characteristic of dynamical systems, would provide evidence that the near-threshold perception of an attribute is affected by stabilization mechanisms intrinsic to individual neural detectors, and by nonlinear interactions that functionally integrate the detectors when there is sufficient stimulus-initiated activation, thereby stabilizing activation at suprathreshold levels. The article begins with a review of research employing the modified method of limits. It concludes with a model and computational simulations showing how detection instabilities inherent in neural dynamics can create 'activational gaps' between the functionally-integrated and functionally-independent states of neural ensembles, resulting in clear and distinct discrimination between the perception and non-perception of an attribute. The 'self-excitation' threshold for engaging such functionally-integrating detector interactions is differentiated from the traditional 'read-out' threshold (criterion) that determines whether or not the attribute in question can be perceived.",""
"Individual differences in visual perception and memory","https://scispace.com/paper/individual-differences-in-visual-perception-and-memory-4miwhm7sbj","2014","","","Olympia Colizoli","","https://scispace.com/pdf/individual-differences-in-visual-perception-and-memory-4miwhm7sbj.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on training visual perception and memory, synesthetic methods, and clinical applications; does not address Mooney images, contrast thresholds, hysteresis, pop‑out, bistable perception, or individual psychophysical data.","There is substantial variation in perception and memory in humans. There are individuals who cannot see red at all, and there are individuals who hear colors and taste words. What determines the differences and similarities between individuals' perception and memory? Can we characterize the neural and genetic bases as well as the environmental causes of variation in perception and memory? This thesis aimed to explore the range of variation in perception and memory, the neural basis of this variation and whether training can alter perception and memory, focusing on visual perception and memory. The overall conclusion from the research presented in this thesis is that individual differences in both visual perception and memory ability are reflected in brain function and structure in related networks to a certain degree. In addition, the results suggested that perceptual training paradigms have behavioral benefits and genes can influence the effect of perceptual training on brain function. To what extent differences in perception and memory abilities can be reliably predicted from brain function and structure at the individual level remains an open question for future research.",""
"Visual perceptual learning","https://scispace.com/paper/visual-perceptual-learning-39111zwoou","2011","Journal Article","Neurobiology of Learning and Memory","Zhong-Lin Lu
Tianmiao Hua
Chang-Bing Huang
Yifeng Zhou
Barbara Anne Dosher","10.1016/J.NLM.2010.09.010","http://vispal.psych.ac.cn/Visual%20perceptual%20learning.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review covers general visual perceptual learning mechanisms, tasks, and specificity; does not address Mooney images, contrast thresholds, hysteresis, pop‑out effects, bistability, or individual‑subject data.","",""
"Hysteresis in Audiovisual Synchrony Perception","https://scispace.com/paper/hysteresis-in-audiovisual-synchrony-perception-5fcj5zx6s1","2015","Journal Article","PLOS ONE","Jean-Rémy Martin
Anne Kösem
Virginie van Wassenhove","10.1371/JOURNAL.PONE.0119365","https://scispace.com/pdf/hysteresis-in-audiovisual-synchrony-perception-5fcj5zx6s1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on audiovisual synchrony hysteresis, not Mooney images, contrast thresholds, pop‑out, bistable figures, or individual‑subject learning data.","The effect of stimulation history on the perception of a current event can yield two opposite effects, namely: adaptation or hysteresis. The perception of the current event thus goes in the opposite or in the same direction as prior stimulation, respectively. In audiovisual (AV) synchrony perception, adaptation effects have primarily been reported. Here, we tested if perceptual hysteresis could also be observed over adaptation in AV timing perception by varying different experimental conditions. Participants were asked to judge the synchrony of the last (test) stimulus of an AV sequence with either constant or gradually changing AV intervals (constant and dynamic condition, respectively). The onset timing of the test stimulus could be cued or not (prospective vs. retrospective condition, respectively). We observed hysteretic effects for AV synchrony judgments in the retrospective condition that were independent of the constant or dynamic nature of the adapted stimuli; these effects disappeared in the prospective condition. The present findings suggest that knowing when to estimate a stimulus property has a crucial impact on perceptual simultaneity judgments. Our results extend beyond AV timing perception, and have strong implications regarding the comparative study of hysteresis and adaptation phenomena.",""
"Mechanisms of perceptual learning","https://scispace.com/paper/mechanisms-of-perceptual-learning-3ddtm3tnfe","1999","Journal Article","Vision Research","Barbara Anne Dosher
Zhong-Lin Lu","10.1016/S0042-6989(99)00059-0","https://www.socsci.uci.edu/maplab/webdocs/LuDosherL&P_2009.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on orientation learning with external noise, no Mooney images, hysteresis, pop‑out, bistability, or individual‑subject thresholds reported.","",""
