"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Learning to Read in an Intermediate Depth Orthography: The Longitudinal Role of Grapheme Sounding on Different Types of Reading Fluency","https://scispace.com/paper/learning-to-read-in-an-intermediate-depth-orthography-the-nu1919z1op","2024","Journal Article","Behavioral science","Sandra Fernandes
Luís Querido
Arlette Verhaeghe","10.3390/bs14050396","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses longitudinal Portuguese child data to link grapheme sounding with reading fluency growth; lacks sudden‑jump or trial‑by‑trial insight analyses, and does not address animal or mathematical insight domains.","Phonological processing skills, such as phonological awareness, are known predictors of reading acquisition in alphabetic languages with varying degrees of orthographic complexity. However, the role of multi-letter-sound knowledge, an important foundation for early reading development, in supporting reading fluency development remains to be determined. This study examined whether two core foundational skills, phonemic awareness and grapheme sounding, have a predictive role in reading fluency development in an intermediate-depth orthography. The participants were 62 children learning to read in European Portuguese, and they were longitudinally assessed on phonemic awareness, complex grapheme sounding, and reading fluency (decoding, word, and text) from Grade 2 to Grade 3. The results showed that grapheme sounding predicted reading fluency development controlled for nonverbal intelligence and vocabulary, short-term verbal memory, and phonemic awareness. Grapheme sounding plays a prominent role in predicting reading fluency outcomes, whereas phonemic awareness (both accuracy and time per correct item) did not contribute to any of the three types of reading fluency. The fact that grapheme-sounding predicted reading fluency is likely due to complex grapheme-phoneme correspondences being required to achieve proficient reading. These findings provide insights into the cognitive processes underlying reading development in intermediate-depth orthographies and have implications for early literacy instruction.",""
"Learning map interpretation: Skill acquisition and underlying abilities","https://scispace.com/paper/learning-map-interpretation-skill-acquisition-and-underlying-8tk8nht86p","1998","Journal Article","Journal of Environmental Psychology","Sharon Tkacz","10.1006/JEVP.1998.0094","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on video‑game cognitive mapping; lacks rat, pigeon, reading, math insight data; no trial‑by‑trial error curves or neural measures.","",""
"Learning Structures: Predictive Representations, Replay, and Generalization","https://scispace.com/paper/learning-structures-predictive-representations-replay-and-4oy1hd7gsh","2020","Journal Article","Current opinion in behavioral sciences","Ida Momennejad","10.1016/J.COBEHA.2020.02.017","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Offers RL models and neural evidence for predictive maps, but lacks detailed trial‑by‑trial behavioral data in rats, pigeons, reading, or math insight.","Memory and planning rely on learning the structure of relationships among experiences. Compact representations of these structures guide flexible behavior in humans and animals. A century after ‘latent learning’ experiments summarized by Tolman, the larger puzzle of cognitive maps remains elusive: how does the brain learn and generalize relational structures? This review focuses on a reinforcement learning (RL) approach to learning compact representations of the structure of states. We review evidence showing that capturing structures as predictive representations updated via replay offers a neurally plausible account of human behavior and the neural representations of predictive cognitive maps. We highlight multi-scale successor representations, prioritized replay, and policy-dependence. These advances call for new directions in studying the entanglement of learning and memory with prediction and planning.",""
"Alpha MAML: Adaptive Model-Agnostic Meta-Learning","https://scispace.com/paper/http://arxiv.org/abs/1905.07435v1","2019","Preprint","","Harkirat Singh Behl
Atılım Güneş Baydin
Philip H. S. Torr","","https://arxiv.org/pdf/1905.07435v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on meta‑learning algorithms and hyperparameter adaptation, without animal behavior, reading, math insight, trial‑by‑trial performance curves, neural data, or cross‑species comparisons.","Model-agnostic meta-learning (MAML) is a meta-learning technique to train a model on a multitude of learning tasks in a way that primes the model for few-shot learning of new tasks. The MAML algorithm performs well on few-shot learning problems in classification, regression, and fine-tuning of policy gradients in reinforcement learning, but comes with the need for costly hyperparameter tuning for training stability. We address this shortcoming by introducing an extension to MAML, called Alpha MAML, to incorporate an online hyperparameter adaptation scheme that eliminates the need to tune meta-learning and learning rates. Our results with the Omniglot database demonstrate a substantial reduction in the need to tune MAML training hyperparameters and improvement to training stability with less sensitivity to hyperparameter choice.",""
"ChainerRL: A Deep Reinforcement Learning Library","https://scispace.com/paper/http://arxiv.org/abs/1912.03905v2","2019","Preprint","","Yasuhiro Fujita
Prabhat Nagarajan
Toshiki Kataoka
Takahiro Ishikawa","","https://arxiv.org/pdf/1912.03905v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper describes a deep reinforcement learning software library; it does not address animal or human learning experiments, sudden performance jumps, or related neuro‑cognitive analyses.","In this paper, we introduce ChainerRL, an open-source deep reinforcement learning (DRL) library built using Python and the Chainer deep learning framework. ChainerRL implements a comprehensive set of DRL algorithms and techniques drawn from state-of-the-art research in the field. To foster reproducible research, and for instructional purposes, ChainerRL provides scripts that closely replicate the original papers' experimental settings and reproduce published benchmark results for several algorithms. Lastly, ChainerRL offers a visualization tool that enables the qualitative inspection of trained agents. The ChainerRL source code can be found on GitHub: https://github.com/chainer/chainerrl.",""
"Learning Flat Latent Manifolds with VAEs","https://scispace.com/paper/http://arxiv.org/abs/2002.04881v3","2020","Preprint","","Nutan Chen
Alexej Klushyn
Francesco Ferroni
Justin Bayer
Patrick van der Smagt","","https://arxiv.org/pdf/2002.04881v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on VAE latent manifold learning, not on animal or human learning, insight, or trial‑by‑trial performance curves.","Measuring the similarity between data points often requires domain knowledge, which can in parts be compensated by relying on unsupervised methods such as latent-variable models, where similarity/distance is estimated in a more compact latent space. Prevalent is the use of the Euclidean metric, which has the drawback of ignoring information about similarity of data stored in the decoder, as captured by the framework of Riemannian geometry. We propose an extension to the framework of variational auto-encoders allows learning flat latent manifolds, where the Euclidean metric is a proxy for the similarity between data points. This is achieved by defining the latent space as a Riemannian manifold and by regularising the metric tensor to be a scaled identity matrix. Additionally, we replace the compact prior typically used in variational auto-encoders with a recently presented, more expressive hierarchical one---and formulate the learning problem as a constrained optimisation problem. We evaluate our method on a range of data-sets, including a video-tracking benchmark, where the performance of our unsupervised approach nears that of state-of-the-art supervised approaches, while retaining the computational efficiency of straight-line-based approaches.",""
"Learning the environment: The acquisition of cognitive maps","https://scispace.com/paper/learning-the-environment-the-acquisition-of-cognitive-maps-3i1h7nj5wt","2018","Other","","Toru Ishikawa","10.4337/9781784717544.00014","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses Tolman‑style latent learning and cognitive maps in rats, but lacks detailed error‑curve or trial‑by‑trial analyses; does not address pigeons, reading, math insight, cross‑domain links, modeling, neural data, or novel methods.","",""
"Word Reading Accuracy as a Mediator for Fluency","https://scispace.com/paper/word-reading-accuracy-as-a-mediator-for-fluency-faz7a6w4","2022","Journal Article","Revista Romaneasca pentru Educatie Multidimensionala","K. D. Tiron
Alois Ghergut
Adrian Rosan
Cristina Bostan","10.18662/rrem/14.1/524","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses reading accuracy as mediator for fluency, offering some insight into rapid reading development but lacks sudden‑jump analysis, cross‑species work, or neuro‑modeling.","This paper aims to test the predictive role of nonword reading abilities (accuracy and fluency) and rapid naming (RAN) over word reading fluency. Letter knowledge (LK) and phonological awareness (PA) for literacy were accounted for as control factors due to their ceiling effects. We test the direct impact of the main predictors and their indirect outcomes by controlling for word reading accuracy. To this end, 206 children participated and completed measures for nonword reading abilities, rapid naming, word reading accuracy, fluency, and letter knowledge, and phonological awareness. The results show that RAN and nonword reading accuracy are direct predictors of word reading accuracy. Word reading fluency is significantly associated with rapid naming. The effect of RAN, nonword reading accuracy, nonword reading fluency on word reading fluency is partially mediated by word reading accuracy. We discuss the practical implications.",""
"When word frequency meets word order: factors determining multiply-constrained creative association","https://scispace.com/paper/when-word-frequency-meets-word-order-factors-determining-1daou6js0z","2023","Journal Article","","Wangbing Shen
Bernhard Hommel
Qiping Ren
Meifeng Hua
Fang Lu","10.1080/13546783.2023.2259546","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Chinese Remote Associates Task to examine insight-like solutions with trial‑by‑trial self‑reports, linking word order/frequency to sudden accuracy jumps; lacks animal, reading, math, neural, or longitudinal data.","Creative association is inherent and essential to creativity and insight. Here we utilised a Chinese compound Remote Associates Task (cRAT) to identify the potential impact of word order (i.e., solution position hereinafter) and word frequency on creative association across two behavioural experiments. Experiment 1 identified the effects of (a) word order and word frequency on cRAT-induced association without considering the specific strategies used during solving such problems and (b) their interaction not only on performance in solving the cRAT, including solution time and accuracy, but also on difficulty rating. Following a coarse-to-fine approach, Experiment 2 examined the effect of both factors on creative association determined according to each participant’s trial-by-trial reports regarding insight solution strategies. Main effects of word order and word frequency, and a two-way interaction, were found on the accuracy and self-rated difficulty. These findings shed light on creative association, multiply-constrained problem solving and constructing compounds. ",""
"The influence of early life socialisation on cognition in the domestic pig (Sus scrofa domestica).","https://scispace.com/paper/the-influence-of-early-life-socialisation-on-cognition-in-3v0mecvvt7","2020","Journal Article","Scientific Reports","Jennifer E. Weller
Jennifer E. Weller
Simon P. Turner
Agnieszka Futro
Jo Donbavand
Mark Brims
Gareth Arnott","10.1038/S41598-020-76110-5","https://scispace.com/pdf/the-influence-of-early-life-socialisation-on-cognition-in-3v0mecvvt7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on pig socialisation and puzzle‑box latency; lacks rats, pigeons, reading, math insight, cross‑domain sudden gains, modeling, neural data, or novel trial‑by‑trial methods.","Previously, the benefits of early-life socialisation on later-life social development have been reported in pigs. Here we investigated the effect of pre-weaning socialisation on the later-life cognitive ability of pigs using a range of techniques. Pre-weaning, 101 piglets had access to a neighbouring pen from ~ 15 days of age and interacted with non-littermates (socialised). An additional 89 piglets remained isolated within their home pen (controls). After weaning, 100 individuals were selected for a range of cognitive tests including a food reward T-maze test, reversal learning T-maze test, a social preference T-maze test, and a puzzle box test. Performance during the food reward test was not influenced by treatment. Treatment effected improvement over the course of the reversal learning test, with controls showing a significant decrease in trial duration after the first two trials. During the social preference test, socialised pigs spent significantly more time in the presence of larger stimulus pigs than controls and were quicker to leave the middle of the maze, suggesting improved social skills. Neither sex nor treatment was observed to influence pig's ability to solve the puzzle box. Thus, overall, evidence from the social preference test suggests an effect of pre-weaning socialisation on aspects of social cognitive development.",""
"Learning to Navigate in Mazes with Novel Layouts using Abstract Top-down Maps","https://scispace.com/paper/http://arxiv.org/abs/2412.12024v1","2024","Preprint","","Linfeng Zhao
Lawson L. S. Wong","","https://arxiv.org/pdf/2412.12024v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a hypermodel to predict transition network weights for zero‑shot navigation, offering computational modeling but no insight‑related tasks, animal data, or trial‑by‑trial performance curves.","Learning navigation capabilities in different environments has long been one of the major challenges in decision-making. In this work, we focus on zero-shot navigation ability using given abstract $2$-D top-down maps. Like human navigation by reading a paper map, the agent reads the map as an image when navigating in a novel layout, after learning to navigate on a set of training maps. We propose a model-based reinforcement learning approach for this multi-task learning problem, where it jointly learns a hypermodel that takes top-down maps as input and predicts the weights of the transition network. We use the DeepMind Lab environment and customize layouts using generated maps. Our method can adapt better to novel environments in zero-shot and is more robust to noise.",""
"The construction and use of cognitive maps in model-based control.","https://scispace.com/paper/the-construction-and-use-of-cognitive-maps-in-model-based-1a892x9z","2022","Posted Content","","AB Karagoz
ZM Reagh
W Kool","10.31234/osf.io/ngqwa","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Human cognitive‑map study focuses on planning and relational encoding, lacking sudden insight jumps, animal models, reading or math tasks, and neural measurements.","When making decisions, we sometimes rely on habit and at other times plan towards goals. Planning requires the construction and use of an internal representation of the environment, a cognitive map. How are these maps constructed, and how do they guide goal-directed decisions? We coupled a sequential decision-making task with a behavioral representational similarity analysis approach to examine how relationships between choice options change when people build a cognitive map of the task structure. We found that participants who encoded stronger higher-order relationships among choice options showed increased planning and better performance. These higher-order relationships were more strongly encoded among objects encountered in high-reward contexts, indicating a role for motivation during cognitive map construction. In contrast, lower-order relationships such as simple visual co-occurrence of objects did not predict goal-directed planning. These results show that humans actively construct and use cognitive maps of task structure to make goal-directed decisions. ",""
"Characterizing cycling traffic fluency using big mobile activity tracking data","https://scispace.com/paper/characterizing-cycling-traffic-fluency-using-big-mobile-19otb8y4xv","2021","Journal Article","Computers, Environment and Urban Systems","Anna Brauer
Anna Brauer
Ville Mäkinen
Juha Oksanen","10.1016/J.COMPENVURBSYS.2020.101553","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper quantifies urban cycling fluency using mobile data; it does not address animal cognition, human learning, insight, neurophysiology, or trial‑by‑trial learning analyses.","",""
"Slow or sudden: Re-interpreting the learning curve for modern systems neuroscience","https://scispace.com/paper/slow-or-sudden-re-interpreting-the-learning-curve-for-modern-1ljourap","2022","Journal Article","IBRO neuroscience reports","Sharlen Moore
Kishore V. Kuchibhotla","10.1016/j.ibneur.2022.05.006","https://doi.org/10.1016/j.ibneur.2022.05.006","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses rapid knowledge acquisition vs slower performance, offering a conceptual framework for sudden learning curves, but lacks domain‑specific data, neural measures, or novel trial‑by‑trial methods.","Learning is fundamental to animal survival. Animals must learn to link sensory cues in the environment to actions that lead to reward or avoid punishment. Rapid learning can then be highly adaptive and the difference between life or death. To explore the neural dynamics and circuits that underlie learning, however, has typically required the use of laboratory paradigms with tight control of stimuli, action sets, and outcomes. Learning curves in such reward-based tasks are reported as slow and gradual, with animals often taking hundreds to thousands of trials to reach expert performance. The slow, highly variable, and incremental learning curve remains the largely unchallenged belief in modern systems neuroscience. Here, we provide historical and contemporary evidence that instrumental forms of reward-learning can be dissociated into two parallel processes: knowledge acquisition which is rapid with step-like improvements, and behavioral expression which is slower and more variable. We further propose that this conceptual distinction may allow us to isolate the associative (knowledge-related) and non-associative (performance-related) components that influence learning. We then discuss the implications that this revised understanding of the learning curve has for systems neuroscience. ",""
"INDIVIDUAL DIFFERENCES IN THE MAZE BEHAVIOR IN RATS","https://scispace.com/paper/individual-differences-in-the-maze-behavior-in-rats-199mdgqs9w","1954","Journal Article","The annual of Animal Psychology","Chizuko Asami","10.2502/JANIP1944.4.45","https://www.jstage.jst.go.jp/article/janip1944/4/0/4_0_45/_pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on individual differences in rat maze behavior and physiological stress markers; lacks latent learning curves, insight paradigms, or cross‑domain quantitative analyses.","",""
"Curiosity shapes spatial exploration and cognitive map formation in humans","https://scispace.com/paper/curiosity-shapes-spatial-exploration-and-cognitive-map-hw3oao48fu7q","2024","Journal Article","Communications psychology","Danlu Cen
Eva Teichert
Carl J. Hodgetts
Matthias J. Gruber","10.1038/s44271-024-00174-6","https://www.nature.com/articles/s44271-024-00174-6.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on human curiosity, VR spatial exploration, and sketch‑map recall; lacks rats, pigeons, reading, math insight, trial‑by‑trial error curves, or neural modeling.","Cognitive maps are thought to arise, at least in part, from our intrinsic curiosity to explore unknown places. However, it remains untested how curiosity shapes aspects of spatial exploration in humans. Combining a virtual reality task with indices of exploration complexity, we found that pre-exploration curiosity states predicted how much individuals spatially explored environments, whereas markers of visual exploration determined post-exploration feelings of interest. Moreover, individual differences in curiosity traits, particularly Stress Tolerance, modulated the relationship between curiosity and spatial exploration, suggesting the capacity to cope with uncertainty enhances the curiosity-exploration link. Furthermore, both curiosity and spatial exploration predicted how precisely participants could recall spatial-relational details of the environment, as measured by a sketch map task. These results provide new evidence for a link between curiosity and exploratory behaviour, and how curiosity might shape cognitive map formation. ",""
"Learning Curve","https://scispace.com/paper/learning-curve-1fa78ejbm6","2012","Book","","Jeremy Ron
Laya Lu
Maya Ray","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Tolman's latent learning discussion to illustrate historical concepts, but lacks empirical rat data, trial‑by‑trial curves, or any of the specified domains and methods.","",""
"How do (some) people make a cognitive map? Routes, places, and working memory.","https://scispace.com/paper/how-do-some-people-make-a-cognitive-map-routes-places-and-1rcdg7i6p8","2016","Journal Article","Journal of Experimental Psychology: Learning, Memory and Cognition","Steven M. Weisberg
Nora S. Newcombe","10.1037/XLM0000200","https://psycnet.apa.org/manuscript/2015-52470-001.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on human virtual navigation groups, lacking rats, pigeons, reading, math insight, trial‑by‑trial curves, neural data, or cross‑species modeling.","Research on the existence of cognitive maps and on the cognitive processes that support effective navigation has often focused on functioning across individuals. However, there are pronounced individual differences in navigation proficiency, which need to be explained and which can illuminate our understanding of cognitive maps and effective navigation. Using a virtual environment involving 2 routes (Virtual Silcton, a desktop virtual environment; Weisberg, Schinazi, Newcombe, Shipley, & Epstein, 2014), we divided people into 3 groups based on their within-route and between-route pointing accuracy: integrators, non-integrators, and imprecise navigators. In Study 1, we found that imprecise navigators have lower spatial and verbal working memory, which may limit their ability to build accurate within-route representations. We also found that integrators maintain excellent memories of buildings as categorized by route membership, possibly supporting the idea of hierarchical representations of the environment. In Study 2, we assessed preferences regarding place and route learning using a virtual version of the rodent T-maze (Marchette, Bakker, & Shelton, 2011). Integrators found more goals overall, and although they did not have an overall preference for a place-based strategy, integrators who did choose a place-based strategy found more goals. The opposite was true for imprecise navigators. In Study 3, we added a monetary incentive for accuracy to evaluate whether increased motivation leads to fewer participants classified as imprecise, but found no significant change in the distribution of performance. These data have theoretical implications for the cognitive map hypothesis, and practical implications for improving navigational functioning. A one-size-fits-all approach may fit none. (PsycINFO Database Record",""
"The unencumbered moment and life change","https://scispace.com/paper/the-unencumbered-moment-and-life-change-3fci1rj51e","2005","","","Kevin Allan. Murray","","https://scispace.com/pdf/the-unencumbered-moment-and-life-change-3fci1rj51e.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses unencumbered moments and behavior‑change theory without empirical trials, animal models, reading data, math problem solving, or quantitative performance curves.","",""
"Can Animals Think?","https://scispace.com/paper/can-animals-think-2rn7ozwenj","2023","Book Chapter","","Magnus Enquist
Stefano Ghirlanda
Johan Lind","10.23943/princeton/9780691240770.003.0007","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses broad animal‑thinking evidence to discuss insight‑like recombination, linking across species but lacks specific rat, pigeon, reading, math data, trial‑by‑trial curves, or neural/computational modeling.","This chapter considers the evidence of animal learning for more sophisticated mental mechanisms, particularly mechanisms that would qualify as thinking, insight, or mental problem solving. It defines thinking as a recombination of causal information gathered from different experiences that echoes common uses of insight, mental problem solving, and related terms. It also examines predictions drawn from the definition of thinking and challenges in testing such predictions. The chapter explains that predictions concern the extent to which animals can change their behavior upon receiving new information, whether they gather causal information of no immediate value, and whether animals engage in both fast and slow decision making. It cites experiments that have been put forward as evidence for recombination of information beyond chaining. ",""
"Investigating Insight as Sudden Learning","https://scispace.com/paper/investigating-insight-as-sudden-learning-1hbhgcq7ve","2012","Journal Article","","Ivan K. Ash
Benjamin D. Jee
Jennifer Wiley","10.7771/1932-6246.1123","https://digitalcommons.odu.edu/cgi/viewcontent.cgi?article=1063&context=psychology_fac_pubs","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Gestalt insight theory to examine sudden restructuring in human problem solving, linking to broader insight concepts but lacks domain‑specific trials, animal work, or advanced modeling.","Gestalt psychologists proposed two distinct learning mechanisms. Associative learning occurs gradually through the repeated co-occurrence of external stimuli or memories. Insight learning occurs suddenly when people discover new relationships within their prior knowledge as a result of reasoning or problem solving processes that re-organize or restructure that knowledge. While there has been a considerable amount of research on the type of problem solving processes described by the Gestalt psychologists, less has focused on the learning that results from these processes. This paper begins with a historical review of the Gestalt theory of insight learning. Next, the core assumptions of Gestalt insight learning theory are empirically tested with a study that investigated the relationships among problem difficulty, impasse, initial problem representations, and re- solution effects. Finally, Gestalt insight learning theory is discussed in relation to modern information processing theories of comprehension and memory formation.",""
"Mice in a labyrinth show rapid learning, sudden insight, and efficient exploration.","https://scispace.com/paper/mice-in-a-labyrinth-show-rapid-learning-sudden-insight-and-lihisls4kr","2021","Journal Article","eLife","Matthew Rosenberg
Tony Zhang
Pietro Perona
Markus Meister","10.7554/ELIFE.66175","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Shows rapid, sudden insight-like learning in mice with trial‑by‑trial navigation data, but lacks rat/cognitive‑map focus, pigeon or human reading/math contexts, formal models, neural measures, or cross‑species discussion.","Animals learn certain complex tasks remarkably fast, sometimes after a single experience. What behavioral algorithms support this efficiency? Many contemporary studies based on two-alternative-forced-choice (2AFC) tasks observe only slow or incomplete learning. As an alternative, we study the unconstrained behavior of mice in a complex labyrinth and measure the dynamics of learning and the behaviors that enable it. A mouse in the labyrinth makes ~2000 navigation decisions per hour. The animal explores the maze, quickly discovers the location of a reward, and executes correct 10-bit choices after only 10 reward experiences - a learning rate 1000-fold higher than in 2AFC experiments. Many mice improve discontinuously from one minute to the next, suggesting moments of sudden insight about the structure of the labyrinth. The underlying search algorithm does not require a global memory of places visited and is largely explained by purely local turning rules.",""
"Metacognitive experience on Raven’s matrices versus insight problems","https://scispace.com/paper/metacognitive-experience-on-raven-s-matrices-versus-insight-2us14nhi03","2021","Journal Article","Metacognition and Learning","Adam Chuderski
Jan Paweł Jastrzębski
Bartłomiej Kroczek
Hanna Kucwaj
Michał Ociepka","10.1007/S11409-020-09236-6","https://scispace.com/pdf/metacognitive-experience-on-raven-s-matrices-versus-insight-2us14nhi03.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses metacognitive ratings to compare insight vs analytic (Raven) problems; lacks trial‑by‑trial performance curves, animal work, reading data, or neural modeling, making it only somewhat relevant to mathematical insight criteria.","Participants rated Intuition, Suddenness, Pleasure, and Certainty accompanying their solutions to items of a popular fluid intelligence test – Raven’s Advanced Progressive Matrices (RAPM) – that varied from easy (around 80% correct) to difficult (around 20% correct). The same ratings were collected from four insight problems interleaved with RAPM. Suddenness and Certainty substantially decreased from easy to difficult matrices (Pleasure strongly overlapped with Certainty). In easy matrices, subjective experience matched that observed during insight problems, suggesting the highly fluent processing resulting in vivid and univocal solutions. By contrast, processing difficult matrices seemed to involve effortful incremental combination of complex information that yielded uncertain outcomes, resembling full-blown analytic problems. Only Intuition, generally rated low, was unaffected by RAPM difficulty. These results suggest that RAPM constitutes a heterogeneous test, with easy vs. difficult items involving relatively distinct types of processing. This novel knowledge can help in understanding the processes underlying solving Raven’s matrices. The study also contributes to the understanding of the validity of subjective ratings as measures of metacognition.",""
"Selection of tool diameter by New Caledonian crows Corvus moneduloides.","https://scispace.com/paper/selection-of-tool-diameter-by-new-caledonian-crows-corvus-4a8kdqyl9o","2004","Journal Article","Animal Cognition","Jackie Chappell
Alex Kacelnik","10.1007/S10071-003-0202-Y","https://scispace.com/pdf/selection-of-tool-diameter-by-new-caledonian-crows-corvus-4a8kdqyl9o.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses tool‑diameter selection by crows to examine anticipatory choice; shows abrupt tool preference shifts, loosely matching cross‑domain sudden‑improvement but unrelated to rats, pigeons, reading, math, modeling, neural data, or comparative/developmental analyses.","One important element of complex and flexible tool use, particularly where tool manufacture is involved, is the ability to select or manufacture appropriate tools anticipating the needs of any given task—an ability that has been rarely tested in non-primates. We examine aspects of this ability in New Caledonian crows—a species known to be extraordinary tool users and manufacturers. In a 2002 study, Chappell and Kacelnik showed that these crows were able to select a tool of the appropriate length for a task among a set of different lengths, and in 2002, Weir, Chappell and Kacelnik showed that New Caledonian crows were able to shape unfamiliar materials to create a usable tool for a specific task. Here we examine their handling of tool diameter. In experiment 1, we show that when facing three loose sticks that were usable as tools, they preferred the thinnest one. When the three sticks were presented so that one was loose and the other two in a bundle, they only disassembled the bundle when their preferred tool was tied. In experiment 2, we show that they manufacture, and modify during use, a tool of a suitable diameter from a tree branch, according to the diameter of the hole through which the tool will have to be inserted. These results add to the developing picture of New Caledonian crows as sophisticated tool users and manufacturers, having an advanced level of folk physics.",""
"Discounting of Probabilistic Reinforcers by Pigeons","https://scispace.com/paper/discounting-of-probabilistic-reinforcers-by-pigeons-6vbdipuwy9","2014","","","Lobo de Oliveira
Luis Filipe","10.7936/K7PK0D99","https://scispace.com/pdf/discounting-of-probabilistic-reinforcers-by-pigeons-6vbdipuwy9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on pigeon choice under probabilistic reinforcement, lacking insight, latent learning, reading, math, or cross‑domain sudden‑improvement analyses.","",""
"Communicative efficiency and executive function in normally aging and older adults with a mild acquired brain injury","https://scispace.com/paper/communicative-efficiency-and-executive-function-in-normally-guszr8t1ts","2018","Journal Article","Aphasiology","Megan Loughnane
Laura L. Murray","10.1080/02687038.2018.1485856","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on communicative efficiency and executive function in aging and mild brain injury, lacking any latent learning, insight, reading, math, trial‑by‑trial, or cross‑species analyses.","Background: Aging is associated with universal cognitive decline, with variability in individual trajectories; however, a history of mild, acquired brain injury (ABI) increases risk for exacerbated...",""
"The causes of variation in learning and behavior: why individual differences matter","https://scispace.com/paper/the-causes-of-variation-in-learning-and-behavior-why-iubd4byiwz","2013","Journal Article","Frontiers in Psychology","Bruno Sauce
Louis D. Matzel","10.3389/FPSYG.2013.00395","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2013.00395/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses individual‑difference framework to argue for correlational approaches, but lacks trial‑by‑trial performance curves, latent/insight tasks, or neuro/ computational modeling needed for the specified criteria.","In a seminal paper written five decades ago, Cronbach discussed the two highly distinct approaches to scientific psychology: experimental and correlational. Today, although these two approaches are fruitfully implemented and embraced across some fields of psychology, this synergy is largely absent from other areas, such as in the study of learning and behavior. Both Tolman and Hull, in a rare case of agreement, stated that the correlational approach held little promise for the understanding of behavior. Interestingly, this dismissal of the study of individual differences was absent in the biologically-oriented branches of behavior analysis, namely, behavioral genetics and ethology. Here we propose that the distinction between “causation” and “causes of variation” (with its origins in the field of genetics) reveal the potential value of the correlational approach in understanding the full complexity of learning and behavior. Although the experimental approach can illuminate the causal variables that modulate learning, the analysis of individual differences can elucidate how much and in which way variables interact to support variations in learning in complex natural environments. For example, understanding that a past experience with a stimulus influences its “associability” provides little insight into how individual predispositions interact to modulate this influence on associability. In this “new” light, we discuss examples from studies of individual differences in animals’ performance in the Morris Water Maze and from our own work on individual differences in general intelligence in mice. These studies illustrate that, opposed to what Underwood famously suggested, studies of individual differences can do much more to psychology than merely providing preliminary indications of cause-effect relationships.",""
